STR_Nr;Region;ASC_Standort;STR_Bezeichnung;Verkehrsstelle;GEB_Bezeichnung;GEB_Nr;Gps Lon;Gps Lat;ENT_Nr;Strasse;Nr;STR_km;Ort;Plz;Bl;Blitzschutz;Ableiter;Gebäudeart;SLT_Haus;M2_Geb;M2_Ueberdacht;Argus;Nbr;FI_Schalter
2016190;SAE-Ost 2;ASC Amstetten;BF.PÖCHLARN;Bahnhof;BM -WERKSTÄTTE;397;15,21707221;48,20830245;7814;GISELHERSTRASSE;28;93,516;PÖCHLARN;3380;N;KEIN BLITZSCHUTZ;0;Werkstätte;Nein;118,43;;Ja;Nein;6
2016190;SAE-Ost 2;ASC Amstetten;BF.PÖCHLARN;Bahnhof;WHZ  1;10002350;;;7819;X;0;92,97;PÖCHLARN;3380;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
2016190;SAE-Ost 2;ASC Amstetten;BF.PÖCHLARN;Bahnhof;SH  SI - DIENST;10002357;;;7826;X;0;94,059;PÖCHLARN;3380;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
2016190;SAE-Ost 2;ASC Amstetten;BF.PÖCHLARN;Bahnhof;WHZ  2;10002351;;;7820;X;0;94,27;PÖCHLARN;3380;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
2017010;SAE-Ost 2;ASC Amstetten;BF.AMSTETTEN;Bahnhof;SCHALTHAUS  WHZ 5;0;;;5050;Eggersdorferstrasse;19;124,55;AMSTETTEN;3300;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
2016190;SAE-Ost 2;ASC Amstetten;BF.PÖCHLARN;Bahnhof;FONDSHAUS  61;57006905;;;7818;MANKERSTRASSE;12.Mär;94,5;PÖCHLARN;3380;N;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;1085,71;;Nein;Nein;
2016190;SAE-Ost 2;ASC Amstetten;BF.PÖCHLARN;Bahnhof;FONDSHAUS  60;57006904;;;7817;MANKERSTRASSE;12.Feb;94,5;PÖCHLARN;3380;N;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;1085,71;;Nein;Nein;
2016190;SAE-Ost 2;ASC Amstetten;BF.PÖCHLARN;Bahnhof;FONDSHAUS  59;57006903;;;7816;MANKERSTRASSE;12.Jän;94,5;PÖCHLARN;3380;N;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;1085,71;;Nein;Nein;
1581210;SAE-Ost 2;ASC Amstetten;BF.GRESTEN;Bahnhof;AUFNAHMEGEBÄUDE;57000681;;;5688;BAHNHOFSTRASSE;9;24,825;GRESTEN;3264;N;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;93,09;57;Nein;Nein;
2017010;SAE-Ost 2;ASC Amstetten;BF.AMSTETTEN;Bahnhof;POSTGEBÄUDE AMSTETTEN;18717;14,87994447;48,12185253;13137;GRABEN;62;124,51;AMSTETTEN;3300;N;BLITZSCHUTZ;11;Betriebsgebäude;Nein;1500;1500;Ja;Nein;6
2016190;SAE-Ost 2;ASC Amstetten;BF.PÖCHLARN;Bahnhof;ZUGBEGLEITERUNTERKUNFT;509;15,21631794;48,20831393;7815;BAHNHOFSPLATZ;1;93,963;PÖCHLARN;3380;N;BLITZSCHUTZ;7;Betriebsgebäude;Nein;147,22;;Ja;Nein;4
1021230;SAE-Ost 2;ASC Amstetten;BF.WAIDHOFEN/YBBS;Bahnhof;ZUGFÖRDERUNG;18114;;;1954;BAHNHOFSTRASSE;1;0,1;WAIDHOFEN/YBBS;3340;N;BLITZSCHUTZ;9;Büro/Verwaltungsgebäude;Nein;1000;;Nein;Nein;
2016190;SAE-Ost 2;ASC Amstetten;BF.PÖCHLARN;Bahnhof;BM - GEBÄUDE;11049;15,22183664;48,20788077;7813;GISELHERSTRASSE;28;93,503;PÖCHLARN;3380;N;BLITZSCHUTZ;8;Betriebsgebäude;Nein;896,92;;Ja;Nein;10
1021180;SAE-Ost 2;ASC Amstetten;HILM=K.-AB*BÖHLERWERK*;Strecke;WOHNGEB. EHEM. BM;57006330;;;1802;WAIDHOFENERSTR.;10;17,37;SONNTAGBERG;3332;N;KEIN BLITZSCHUTZ;0;Wohngebäude;Nein;66,06;;Nein;Nein;
1021230;SAE-Ost 2;ASC Amstetten;BF.WAIDHOFEN/YBBS;Bahnhof;WOHNGEBÄUDE  SÜDTIROLERPL.;12485;;;1955;SÜDTIROLERPLATZ;4;23,44;WAIDHOFEN/YBBS;3340;N;BLITZSCHUTZ;7;Wohngebäude;Nein;302,78;;Nein;Nein;
1021020;SAE-Ost 2;ASC Amstetten;AMSTETTEN 11-AB*KOCH*;Strecke;EK KM 3.484;10014366;;;12519;GREINSFURTH;1;3,484;MAUER  ÖHLING;3362;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Nein;Nein;
2017090;SAE-Ost 2;ASC Amstetten;BF.ST.PETER=SEITENSTETTEN;Bahnhof;PUMPENHAUS;10002478;;;8020;X;0;144,26;ST.PETER - SEITENSTETTEN;3352;N;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;5;;Nein;Nein;
1021020;SAE-Ost 2;ASC Amstetten;AMSTETTEN 11-AB*KOCH*;Strecke;EK KM 3.837;10014367;;;12520;GREINSFURTH;1;3,837;MAUER  ÖHLING;3362;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Nein;Nein;
2017120;SAE-Ost 2;ASC Amstetten;ST.PETER WEST-GRENZE REGION(KM 157,180);Strecke;SH  FUNKSTATION;10002492;;;8041;ST.JOHANN/WEISTRACH;N.V.;148,05;WEISTRACH;3351;N;ANTENNE;1;Schaltstation;Ja;6;;Ja;Nein;
2016220;SAE-Ost 2;ASC Amstetten;AB*RATH*-PÖCHLARN 12;Strecke;WOHNGEBÄUDE  EHEMALIGE FDL.;0;;;20211438;BAHNHOFSTRASSE;6;98,52;KRUMMNUSSBAUM;3375;N;KEIN BLITZSCHUTZ;0;Wohngebäude;Nein;390;;Nein;Nein;
2306100;SAE-Ost 2;ASC Amstetten;PÖCHLARN-YBBS/D.;Strecke;KAVERNE;10003022;;;22140504;X;0;99,37;SÄUSENSTEIN;3374;N;KEIN BLITZSCHUTZ;0;Schaltstation Tunnel;Nein;34;;Ja;Nein;
2016240;SAE-Ost 2;ASC Amstetten;PÖCHLARN 12-YBBS/D.;Strecke;HALTESTELLE - SÄUSENSTEIN;6;;;20211439;SCHLOSSSTRASSE;X;102,6;SÄUSENSTEIN;3374;N;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;1520;;Ja;Nein;
2306100;SAE-Ost 2;ASC Amstetten;PÖCHLARN-YBBS/D.;Strecke;FM - RAUM  ( BEI  TST 3);10003024;;;22140503;X;0;100,661;KRUMMNUSSBAUM;3375;N;KEIN BLITZSCHUTZ;0;Schaltstation Tunnel;Nein;14;;Ja;Nein;
2306100;SAE-Ost 2;ASC Amstetten;PÖCHLARN-YBBS/D.;Strecke;FM - RAUM  ( BEI  TST 2);10003023;;;22140502;X;0;98,654;KRUMMNUSSBAUM;3375;N;KEIN BLITZSCHUTZ;0;Schaltstation Tunnel;Nein;14;;Ja;Nein;
1551250;SAE-Ost 2;ASC Amstetten;BF.SCHEIBBS;Bahnhof;AUFNAHMEGEBÄUDE;540;15,16463891;48,00498007;445;BAHNHOFPLATZ;1;26,928;SCHEIBBS;3270;N;BLITZSCHUTZ;12;Betriebsgebäude;Nein;649,28;106;Ja;Nein;
2016240;SAE-Ost 2;ASC Amstetten;PÖCHLARN 12-YBBS/D.;Strecke;SH - HALTESTELLE - SÄUSENSTEIN;10016335;;;20211440;SCHLOSSSTRASSE;X;102,608;SÄUSENSTEIN;3374;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;12;;Ja;Nein;
1021090;SAE-Ost 2;ASC Amstetten;BF.ULMERFELD=HAUSMENING;Bahnhof;SH  WHZ 1;10005470;;;9486;BAHNHOFSTRASSE;22;7,785;ULMERFELD;3363;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
1021090;SAE-Ost 2;ASC Amstetten;BF.ULMERFELD=HAUSMENING;Bahnhof;SH  EK  KM  7,162;10005473;;;9490;BAHNHOFSTRASSE;22;7,162;ULMERFELD;3363;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
1021090;SAE-Ost 2;ASC Amstetten;BF.ULMERFELD=HAUSMENING;Bahnhof;SH  EK  KM  9,527;10005477;;;9494;BAHNHOFSTRASSE;22;9,527;ULMERFELD;3363;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
2016240;SAE-Ost 2;ASC Amstetten;PÖCHLARN 12-YBBS/D.;Strecke;SH - ZUGFUNK;10016334;;;20211441;BAHNGRUND;0;100,1;KRUMMNUSSBAUM;3375;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;6;;Ja;Nein;
2016310;SAE-Ost 2;ASC Amstetten;ÜST.KARLSBACH13;Überleitstelle;BLINDENMARKT WH 142;57008300;;;20211446;BLINDENMARKT;21;116,678;BLINDENMARKT;3372;N;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;66,42;;Nein;Nein;
2016300;SAE-Ost 2;ASC Amstetten;AB*DOKA UMDASCH*-KARLSBACH13;Strecke;SH  HOA  KM  114,700;10002523;;;20211447;BAHNGRUND;X;114,7;BLINDENMARKT;3372;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
2017010;SAE-Ost 2;ASC Amstetten;BF.AMSTETTEN;Bahnhof;SCHALTHAUS  WHZ 3;0;;;5044;X;XX;123,8;AMSTETTEN;3300;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
2016310;SAE-Ost 2;ASC Amstetten;ÜST.KARLSBACH13;Überleitstelle;WH  142;57008300;;;9667;BLINDENMARKT;1;117,078;BLINDENMARKT;3372;N;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;66,42;;Nein;Nein;
2306270;SAE-Ost 2;ASC Amstetten;ABZW.KARLSBACH;Abzweigstelle;TG Karlsbach KM 110.000;19052;;;20231450;Vogelsangstrasse;X;110;NEUMARKT/YBBS;3371;N;BLITZSCHUTZ;0;Schaltstation;Ja;55;;Nein;Nein;
2017010;SAE-Ost 2;ASC Amstetten;BF.AMSTETTEN;Bahnhof;SCHALTHAUS  WHZ 4;0;;;5047;Heizhausstrasse;0;123,928;AMSTETTEN;3300;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
1021090;SAE-Ost 2;ASC Amstetten;BF.ULMERFELD=HAUSMENING;Bahnhof;GÜTERMAGAZIN;11784;;;1419;BAHNHOFSTRASSE;22;7,913;ULMERFELD;3363;N;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;137,63;;Nein;Nein;
2016280;SAE-Ost 2;ASC Amstetten;KARLSBACH-AB*DOKA UMDASCH*;Strecke;TG Neumarkt;19053;;;20670918;Landesstrasse L6046;XX;111,361;NEUMARKT/YBBS;3371;N;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;70;;Ja;Nein;0
2016160;SAE-Ost 2;ASC Amstetten;GRENZE ASC(KM 81,148)-LOOSDORF 3;Strecke;VT TK RAUM;0;;;20063900;BAHNHOFSPLATZ;1;84,7;MELK;3390;N;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;;;Nein;Nein;
2017010;SAE-Ost 2;ASC Amstetten;BF.AMSTETTEN;Bahnhof;SOZIALBAU ZGFDG;3182;14,88047589;48,12051291;4838;EGGERSDRFERSTRASSE;23;124,48;AMSTETTEN;3300;N;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;1029,52;;Ja;Nein;5
2017010;SAE-Ost 2;ASC Amstetten;BF.AMSTETTEN;Bahnhof;SH  BÜNDELFUNK  HHZ;0;;;12017;EGGERSDORFERSTRASSE;23;124,772;AMSTETTEN;3300;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;17,5;;Ja;Nein;
2307010;SAE-Ost 2;ASC Amstetten;BF.AMSTETTEN (GLEIS 3 + 4);Bahnhof;WHZ   6;0;;;22676397;"48°07'16.5""N 14°52'15.7""E";X;125,155;AMSTETTEN;3300;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;26,9;;Ja;Nein;0
2016320;SAE-Ost 2;ASC Amstetten;ÜST.KARLSBACH13-AMSTETTEN;Strecke;TG Blindenmarkt;19057;;;20574096;Bahnhofstrasse;0;117;BLINDENMARKT;3372;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;104,5;;Ja;Nein;0
2017010;SAE-Ost 2;ASC Amstetten;BF.AMSTETTEN;Bahnhof;VERWALTUNGSGEB.  ZGFDG;118;;;4837;EGGERSDRFERSTRASSE;23;124,48;AMSTETTEN;3300;N;KEIN BLITZSCHUTZ;0;Büro/Verwaltungsgebäude;Nein;447,66;;Nein;Nein;7
2017010;SAE-Ost 2;ASC Amstetten;BF.AMSTETTEN;Bahnhof;WAGENMEISTERUNTERKUNFT  ZGFDG;3182;14,88047589;48,12051291;4835;EGGERSDRFERSTRASSE;23;124,37;AMSTETTEN;3300;N;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;38,57;;Ja;Nein;3
2017010;SAE-Ost 2;ASC Amstetten;BF.AMSTETTEN;Bahnhof;RUNDSCHUPPEN;10999;;;4834;EGGERSDRFERSTRASSE;23;124,404;AMSTETTEN;3300;N;KEIN BLITZSCHUTZ;0;Werkstätte;Nein;4540,1;;Nein;Nein;66
2017120;SAE-Ost 2;ASC Amstetten;ST.PETER WEST-GRENZE REGION(KM 157,180);Strecke;UW Haag;17408;14,5933775;48,09311059;21736792;Holzleiten;X;149,8;HAAG;3350;N;BLITZSCHUTZ;10;Betriebsgebäude;Nein;397,98;;Ja;Nein;0
2307010;SAE-Ost 2;ASC Amstetten;BF.AMSTETTEN (GLEIS 3 + 4);Bahnhof;WHZ   3;0;;;22676396;"48°07'19.8""N 14°53'19.9""E";X;124,84;AMSTETTEN;3300;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;26,9;;Ja;Nein;
2017120;SAE-Ost 2;ASC Amstetten;ST.PETER WEST-GRENZE REGION(KM 157,180);Strecke;SH EK 150,929;10005392;;;21736791;Bahnhofstrasse;X;150,929;HAAG;3350;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;0
2017120;SAE-Ost 2;ASC Amstetten;ST.PETER WEST-GRENZE REGION(KM 157,180);Strecke;BM Gebäude;123;14,5902021;48,0945116;21736789;Holzleiten;X;150,61;HAAG;3350;N;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;15,86;;Ja;Nein;1
2307010;SAE-Ost 2;ASC Amstetten;BF.AMSTETTEN (GLEIS 3 + 4);Bahnhof;WHZ   2;0;;;22676355;"48°07'20.6""N 14°53'41.0""E";X;123,35;AMSTETTEN;3300;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;26,9;;Ja;Nein;
2017010;SAE-Ost 2;ASC Amstetten;BF.AMSTETTEN;Bahnhof;STAUBWAGENHALLE  ZGFDG;17402;14,8798381;48,1209264;4833;EGGERSDRFERSTRASSE;23;124,48;AMSTETTEN;3300;N;KEIN BLITZSCHUTZ;0;Werkstätte;Nein;626,46;42;Ja;Nein;
1551090;SAE-Ost 2;ASC Amstetten;BF.ERLAUF;Bahnhof;WOHNGEB.EHEM.  AG  ERLAUF;57006251;;;20211363;MOLKEREISTRASSE;7;4,44;ERLAUF;3253;N;KEIN BLITZSCHUTZ;0;Wohngebäude;Nein;71,31;;Nein;Nein;
2017010;SAE-Ost 2;ASC Amstetten;BF.AMSTETTEN;Bahnhof;RÄDERSENKE  ZGFDG;3182;14,88047589;48,12051291;4832;EGGERSDRFERSTRASSE;23;124,426;AMSTETTEN;3300;N;BLITZSCHUTZ;6;Werkstätte;Nein;443,7;;Ja;Nein;7
2017010;SAE-Ost 2;ASC Amstetten;BF.AMSTETTEN;Bahnhof;WASSERTURM  ZGFDG;0;;;4830;EGGENDORFERSTRASSE;23;124,497;AMSTETTEN;3300;N;BLITZSCHUTZ;5;Betriebsgebäude;Nein;208,59;;Nein;Nein;
2017010;SAE-Ost 2;ASC Amstetten;BF.AMSTETTEN;Bahnhof;LEDIGENUNTERKUNFT (FLM);12497;14,88644675;48,11988446;11854;HEIZHAUSSTRASSE;26;124,05;AMSTETTEN;3300;N;KEIN BLITZSCHUTZ;0;Büro/Verwaltungsgebäude;Nein;65;;Ja;Nein;2
2017010;SAE-Ost 2;ASC Amstetten;BF.AMSTETTEN;Bahnhof;GASSTATION  ZGFDG;15565;14,8800592;48,1196594;4828;EGGENDORFERSTRASSE;23;124,49;AMSTETTEN;3300;N;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;12,57;;Ja;Nein;
1551100;SAE-Ost 2;ASC Amstetten;ERLAUF-AB*LASSELSBERGER*;Strecke;SH WHZ;10002467;;;20224619;BAHNGELÄNDE;0;4,453;ERLAUF;3253;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
1551100;SAE-Ost 2;ASC Amstetten;ERLAUF-AB*LASSELSBERGER*;Strecke;SH FUNKSTATION;10002468;;;20224617;BAHNGELÄNDE;0;4,452;ERLAUF;3253;N;KEIN BLITZSCHUTZ;1;Schaltstation;Ja;;;Ja;Nein;
2016190;SAE-Ost 2;ASC Amstetten;BF.PÖCHLARN;Bahnhof;PIKTOGRAMME ZUBAU;10014761;;;12556;BAHNHOFSPLATZ;1;93,963;PÖCHLARN;3380;N;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;;;Nein;Nein;
2016190;SAE-Ost 2;ASC Amstetten;BF.PÖCHLARN;Bahnhof;BF NEBENGEBÄUDE;509;15,21631794;48,20831393;7811;BAHNHOFSPLATZ;1;93,858;PÖCHLARN;3380;N;BLITZSCHUTZ;4;Betriebsgebäude;Nein;83,37;;Ja;Nein;
2016190;SAE-Ost 2;ASC Amstetten;BF.PÖCHLARN;Bahnhof;AG;509;15,21631794;48,20831393;7810;BAHNHOFSPLATZ;1;93,914;PÖCHLARN;3380;N;BLITZSCHUTZ;10;Betriebsgebäude;Nein;1954,34;1105;Ja;Nein;21
2017020;SAE-Ost 2;ASC Amstetten;AMSTETTEN-AMSTETTEN 11;Strecke;SH_FUNKHÜTTE KM:. 128,55;10016636;;;13240;BAHNHOFSTRA?E;!;131,075;MAUER  ÖHLING;3362;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;15;;Ja;Nein;
2016180;SAE-Ost 2;ASC Amstetten;LOOSDORF 3-PÖCHLARN;Strecke;HOA;10002344;;;7797;X;0;86,55;MELK;3390;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
2016280;SAE-Ost 2;ASC Amstetten;KARLSBACH-AB*DOKA UMDASCH*;Strecke;YBBS-BLINDENMARKT WH 136;57007795;;;20211451;VOGLSANGSTRASSE;0;109,836;YBBS/DONAU;3373;N;KEIN BLITZSCHUTZ;0;Wohngebäude;Nein;54,74;;Nein;Nein;
2306060;SAE-Ost 2;ASC Amstetten;ROHR 3-ROHR 6;Strecke;ZLCP Rohr km 83,655;10021076;;;23992271;xx;XX;83,655;MELK;3390;N;BLITZSCHUTZ;2;Schaltstation;Ja;23,45;;Ja;Nein;0
1581070;SAE-Ost 2;ASC Amstetten;BF.STEINAKIRCHEN/FORST;Bahnhof;AUFNAHMEGEBÄUDE;896;;;5636;STEINAKIRCHEN;89;10,4;STEINAKIRCHEN/FORST;3261;N;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;92,76;30;Nein;Nein;
2016250;SAE-Ost 2;ASC Amstetten;BF.YBBS/DONAU;Bahnhof;AG;1441;15,09995259;48,15877335;7868;LINZERSTRASSE;16;107,137;YBBS/DONAU;3373;N;BLITZSCHUTZ;14;Betriebsgebäude;Nein;1216,83;261;Ja;Nein;21
2016250;SAE-Ost 2;ASC Amstetten;BF.YBBS/DONAU;Bahnhof;MAGAZIN + DIENSTGEBÄUDE;17069;15,09856755;48,15794449;7869;LINZERSTRASSE;28;107,278;YBBS/DONAU;3373;N;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;427,29;;Ja;Nein;5
2016250;SAE-Ost 2;ASC Amstetten;BF.YBBS/DONAU;Bahnhof;WH  133;0;;;7871;KEMMELBACH;1;106,906;YBBS/DONAU;3373;N;KEIN BLITZSCHUTZ;0;Wohngebäude;Nein;71,1;;Nein;Ja;
2016250;SAE-Ost 2;ASC Amstetten;BF.YBBS/DONAU;Bahnhof;SH  WHZ  1;0;;;7872;X;0;106,663;YBBS/DONAU;3373;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
2016250;SAE-Ost 2;ASC Amstetten;BF.YBBS/DONAU;Bahnhof;SH  WHZ  2;0;;;7873;X;0;107,584;YBBS/DONAU;3373;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
2017010;SAE-Ost 2;ASC Amstetten;BF.AMSTETTEN;Bahnhof;DIENSTGEBÄUDE .AVM 1.RESERVE;1901;14,87840512;48,12179873;4844;AM GRABEN;60;124,37;AMSTETTEN;3300;N;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;56,24;;Ja;Nein;3
2016250;SAE-Ost 2;ASC Amstetten;BF.YBBS/DONAU;Bahnhof;SH  ST/WHZ 2;0;;;7876;X;0;108,165;YBBS/DONAU;3373;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
2017010;SAE-Ost 2;ASC Amstetten;BF.AMSTETTEN;Bahnhof;HAZ - BETRIEBSGEBÄUDE;3103;14,87838709;48,12072116;4839;EGGERSDRFERSTRASSE;19;124,572;AMSTETTEN;3300;N;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;1022,88;;Ja;Nein;3
2016250;SAE-Ost 2;ASC Amstetten;BF.YBBS/DONAU;Bahnhof;GEWERBEBETRIEB  BF. YBBS;0;;;7877;NEUSARLING;28;107,133;YBBS/DONAU;3373;N;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;113,99;;Nein;Nein;
2016160;SAE-Ost 2;ASC Amstetten;GRENZE ASC(KM 81,148)-LOOSDORF 3;Strecke;AG MELK;1015;15,33081197;48,22478011;20063898;BAHNHOFSPLATZ;1;84,67;MELK;3390;N;BLITZSCHUTZ;1;Betriebsgebäude;Nein;320;;Ja;Nein;11
2306060;SAE-Ost 2;ASC Amstetten;ROHR 3-ROHR 6;Strecke;PUMPSTATION  TS3  WACHBERG WEST;10010400;;;11767;WACHBERG;0;82,683;MELK;3390;N;KEIN BLITZSCHUTZ;0;Schaltstation Tunnel;Nein;20;;Ja;Nein;
2306060;SAE-Ost 2;ASC Amstetten;ROHR 3-ROHR 6;Strecke;PUMPSTATION;10010359;;;11752;DRUSCHFELD;0;84,6;MELK;3390;N;KEIN BLITZSCHUTZ;0;Schaltstation Tunnel;Nein;15;;Ja;Nein;
2306050;SAE-Ost 2;ASC Amstetten;ÜST.ROHR 3;Überleitstelle;SH  WHZ   KM  79,930;10003009;;;8272;X;0;79,93;LOOSDORF;3382;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
1551160;SAE-Ost 2;ASC Amstetten;WIESELBURG/E.-AB*LANDW.GEN.STEINAKIRCHEN*;Strecke;SH EK km 15,547;0;;;21082663;Mühlingstrasse;0;15,547;WIESELBURG/ERLAUF;3250;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;2
2306060;SAE-Ost 2;ASC Amstetten;ROHR 3-ROHR 6;Strecke;TS 4  WACHBERG OST;10008777;;;11541;WACHBERG;0;81,647;MELK;3390;N;BLITZSCHUTZ;2;Schaltstation Tunnel;Nein;35;;Ja;Nein;
2017120;SAE-Ost 2;ASC Amstetten;ST.PETER WEST-GRENZE REGION(KM 157,180);Strecke;SH  WEST  SCHALTGERÜST;10002493;;;8042;ST.JOHANN/WEISTRACH;1;148,66;WEISTRACH;3351;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
2306130;SAE-Ost 2;ASC Amstetten;BF.YBBS/DONAU (GLEIS 3 + 4);Bahnhof;WHZ 2;10002399;;;20331574;x;0;107,584;YBBS/DONAU;3373;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;28;;Nein;Nein;0
2306130;SAE-Ost 2;ASC Amstetten;BF.YBBS/DONAU (GLEIS 3 + 4);Bahnhof;WHZ 1;10002398;;;20331572;x;0;106,663;YBBS/DONAU;3373;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;28;;Nein;Nein;0
2306090;SAE-Ost 2;ASC Amstetten;BF.PÖCHLARN (GLEIS 3 + 4);Bahnhof;WHZ 3;10002352;;;20331571;x;0;94,8;PÖCHLARN;3380;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;28;;Nein;Nein;0
2016270;SAE-Ost 2;ASC Amstetten;KNOTEN KARLSBACH;sonstige Betriebstelle;TG Karlsbach km 110.000;19052;;;1406083;Vogelsangstrasse;0;110;NEUMARKT/YBBS;3371;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;55;6;Ja;Nein;
2017010;SAE-Ost 2;ASC Amstetten;BF.AMSTETTEN;Bahnhof;SCHALTHAUS  WHZ 1;0;;;4936;xxx;XX;122,3;AMSTETTEN;3300;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
2017010;SAE-Ost 2;ASC Amstetten;BF.AMSTETTEN;Bahnhof;SCHALTHAUS  WHZ 2;0;;;4937;xxx;XX;123,35;AMSTETTEN;3300;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
2016230;SAE-Ost 2;ASC Amstetten;ÜST.PÖCHLARN 12;Überleitstelle;ÜST.PÖCHLARN 12;10017556;;;1406082;DONAUWEG;X;99,5;KRUMMNUSSBAUM;3375;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;6;6;Ja;Nein;
2306090;SAE-Ost 2;ASC Amstetten;BF.PÖCHLARN (GLEIS 3 + 4);Bahnhof;WHZ 2;10002351;;;20331570;x;0;94,27;PÖCHLARN;3380;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;28;;Nein;Nein;0
2306090;SAE-Ost 2;ASC Amstetten;BF.PÖCHLARN (GLEIS 3 + 4);Bahnhof;WHZ 1;10002350;;;20331566;x;0;92,97;PÖCHLARN;3380;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;28;;Nein;Nein;0
2017010;SAE-Ost 2;ASC Amstetten;BF.AMSTETTEN;Bahnhof;FONDSHAUS;0;;;4856;WIENERSTRASSE;34-38;124,41;AMSTETTEN;3300;N;BLITZSCHUTZ;11;Betriebsgebäude;Nein;5314,86;;Nein;Nein;
2017010;SAE-Ost 2;ASC Amstetten;BF.AMSTETTEN;Bahnhof;WOHNGEBÄUDE  ZELLERSTR.9;12476;;;4857;ZELLERSTRASSE;9;125,19;AMSTETTEN;3300;N;KEIN BLITZSCHUTZ;0;Wohngebäude;Nein;90,54;;Nein;Nein;
2017010;SAE-Ost 2;ASC Amstetten;BF.AMSTETTEN;Bahnhof;WOHNGEBÄUDE  ZELLERSTR.11;12477;;;4860;ZELLERSTRASSE;11;125,19;AMSTETTEN;3300;N;KEIN BLITZSCHUTZ;0;Wohngebäude;Nein;90,54;;Nein;Nein;
