STR_Nr;Region;ASC_Standort;STR_Bezeichnung;Verkehrsstelle;GEB_Bezeichnung;GEB_Nr;Gps Lon;Gps Lat;ENT_Nr;Strasse;Nr;STR_km;Ort;Plz;Bl;Blitzschutz;Ableiter;Gebäudeart;SLT_Haus;M2_Geb;M2_Ueberdacht;Argus;Nbr;FI_Schalter
6302100;SAE-West;ASC Wörgl;KNOTEN RADFELD - KNOTEN STANS;Strecke;RDF_NA24 RSKG TS 13;0;;;20158735;MÜNSTERERTUNNEL;NB;39,741;RADFELD;6240;T;BLITZSCHUTZ;1;Schaltstation Tunnel;Nein;;;Ja;Nein;
6012210;SAE-West;ASC Wörgl;BF.SCHWAZ;Bahnhof;BSTG-DACH  HAUSBAHNSTEIG;3014434;;;5292;NB;NB;48,332;INNSBRUCK;6020;T;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;;480;Nein;Nein;
6302100;SAE-West;ASC Wörgl;KNOTEN RADFELD - KNOTEN STANS;Strecke;RDF_NA23 ZUGANGSSTOLLEN;0;;;20158733;MÜNSTERERTUNNEL;NB;39,124;RADFELD;6240;T;BLITZSCHUTZ;1;Schaltstation Tunnel;Nein;;;Ja;Nein;
6302100;SAE-West;ASC Wörgl;KNOTEN RADFELD - KNOTEN STANS;Strecke;RDF_NA13 RSKG RDF;0;;;20137497;MÜNSTERERTUNNEL;NB;33,945;RADFELD;6240;T;BLITZSCHUTZ;2;Schaltstation Tunnel;Nein;;;Ja;Nein;
6012010;SAE-West;ASC Wörgl;BF.WÖRGL;Bahnhof;Zugförderung Lokhalle Gleis 816+817;18604;12,06125619;47,49384388;1901;FERDINAND RAIMUNDSTR.;15;15,82;WÖRGL;6300;T;KEIN BLITZSCHUTZ;0;Werkstätte;Nein;710;250;Ja;Ja;
6012110;SAE-West;ASC Wörgl;BF.BRIXLEGG;Bahnhof;AG. BRIXLEGG;1840;11,88009566;47,43453098;3154;MARKTSTRASSE;2;31,3;BRIXLEGG;6230;T;BLITZSCHUTZ;6;Betriebsgebäude;Nein;107,26;;Ja;Nein;
6302100;SAE-West;ASC Wörgl;KNOTEN RADFELD - KNOTEN STANS;Strecke;RDF_BG RATTENBERG;0;;;20079843;MÜNSTERERTUNNEL;NB;28,883;RADFELD;6240;T;BLITZSCHUTZ;2;Schaltstation Tunnel;Nein;;;Ja;Nein;
6302100;SAE-West;ASC Wörgl;KNOTEN RADFELD - KNOTEN STANS;Strecke;RDF_NA18 RSKG RDF;0;;;20158556;MÜNSTERERTUNNEL;NB;36,52;RADFELD;6240;T;BLITZSCHUTZ;2;Schaltstation Tunnel;Nein;;;Ja;Nein;
6012070;SAE-West;ASC Wörgl;ABZW.RADFELD;Abzweigstelle;WHZ Schalthaus Knoten Radfeld Ost;0;;;21323248;Nb;NB;25,2;RADFELD;6240;T;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;10;;Ja;Nein;0
6011140;SAE-West;ASC Wörgl;HOCHFILZEN 2-ST.JOHANN/T.;Strecke;SCHALTHAUS  ZUGFUNK;10008574;;;11481;WINKL-SONNSEITE;77;142,67;ST. JOHANN IN TIROL;6380;T;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;10;;Ja;Nein;
6012060;SAE-West;ASC Wörgl;WÖRGL-RADFELD;Strecke;Kundl Schalthaus West;10000368;;;21097276;NB;NB;21,75;KUNDL;6250;T;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;0
6012100;SAE-West;ASC Wörgl;RADFELD 2-BRIXLEGG;Strecke;Hst. Gebäude Rattenberg;503;11,89606397;47,43911743;21097279;Bienerstr.;88;29,986;RADFELD;6240;T;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;35,22;;Ja;Nein;0
6012010;SAE-West;ASC Wörgl;BF.WÖRGL;Bahnhof;SCHALTHAUS SST 12;10002433;;;7906;NB;99;18,882;WÖRGL;6300;T;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;20;;Ja;Nein;
6011250;SAE-West;ASC Wörgl;BF.KITZBÜHEL;Bahnhof;SCHALTHAUS WHZ Ost km 156,900;10000364;;;4908;NB;NB;156,9;KITZBÜHEL;6370;T;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;10;;Ja;Nein;
6011170;SAE-West;ASC Wörgl;BF.ST.JOHANN/TIROL;Bahnhof;SCHALTHAUS ZUGFUNK;10000212;;;4657;NB;99;147,966;ST. JOHANN IN TIROL;6380;T;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;20;;Ja;Nein;
6012010;SAE-West;ASC Wörgl;BF.WÖRGL;Bahnhof;SCHALTHAUS SST 11;10002432;;;7905;NB;99;18,53;WÖRGL;6300;T;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;10;;Ja;Nein;
6012010;SAE-West;ASC Wörgl;BF.WÖRGL;Bahnhof;SCHALTHAUS WHZ Station 6;10002431;;;7904;Terminal Wörgl;0;17,58;WÖRGL;6300;T;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;10;;Ja;Nein;
6012010;SAE-West;ASC Wörgl;BF.WÖRGL;Bahnhof;SCHALTHAUS SST 8;10002430;;;7903;NB;99;16,973;WÖRGL;6300;T;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;10;;Ja;Nein;
6012150;SAE-West;ASC Wörgl;BF.JENBACH;Bahnhof;SCHALTHAUS  OST;10000443;;;5010;NB;NB;40,265;JENBACH;6200;T;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;15;;Ja;Nein;
6012010;SAE-West;ASC Wörgl;BF.WÖRGL;Bahnhof;SCHALTHAUS SST 6 (Zugförderung);10002425;;;7898;NB;99;16,189;WÖRGL;6300;T;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;10;;Ja;Nein;
6011170;SAE-West;ASC Wörgl;BF.ST.JOHANN/TIROL;Bahnhof;SCHALTHAUS SST 4;10000214;;;4659;NB;99;147,357;ST. JOHANN IN TIROL;6380;T;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;20;;Ja;Nein;
6012010;SAE-West;ASC Wörgl;BF.WÖRGL;Bahnhof;SCHALTHAUS SST 7 (WHZ STATION 4);10002423;;;7896;NB;99;16,376;WÖRGL;6300;T;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;20;;Ja;Nein;
6012010;SAE-West;ASC Wörgl;BF.WÖRGL;Bahnhof;ÖLWEHRGERÄTERAUM+ELKA GARAGE WÖRGL;17613;12,05948587;47,49058381;20169415;BAHNHOFPLATZ;2;16,155;WÖRGL;6300;T;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;42,18;;Ja;Ja;
6302100;SAE-West;ASC Wörgl;KNOTEN RADFELD - KNOTEN STANS;Strecke;RDF_BG MÜNSTER;0;;;20156480;MÜNSTERERTUNNEL;NB;36,14;MÜNSTER;6232;T;BLITZSCHUTZ;2;Schaltstation Tunnel;Nein;;;Ja;Nein;
6011170;SAE-West;ASC Wörgl;BF.ST.JOHANN/TIROL;Bahnhof;SCHALTHAUS SST 5;10000215;;;4660;NB;99;147,956;ST. JOHANN IN TIROL;6380;T;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;20;;Ja;Nein;
6302100;SAE-West;ASC Wörgl;KNOTEN RADFELD - KNOTEN STANS;Strecke;RDF_NA16 RSKG RDF;0;;;20155625;MÜNSTERERTUNNEL;NB;35,47;RADFELD;6240;T;BLITZSCHUTZ;3;Schaltstation Tunnel;Nein;;;Ja;Nein;
6012140;SAE-West;ASC Wörgl;BRIXLEGG 2-JENBACH;Strecke;Haltestelle Münster-Wiesing;8191;11,81970773;47,40323655;4669;NB;NB;38,6;MÜNSTER;6232;T;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;66;;Ja;Nein;
6302100;SAE-West;ASC Wörgl;KNOTEN RADFELD - KNOTEN STANS;Strecke;RDF_NA17 RSKG RDF;0;;;20155626;MÜNSTERERTUNNEL;NB;35,99;RADFELD;6240;T;BLITZSCHUTZ;2;Schaltstation Tunnel;Nein;;;Ja;Nein;
6012140;SAE-West;ASC Wörgl;BRIXLEGG 2-JENBACH;Strecke;ÜST.  BRIXLEGG2 SCHALTHAUS;3011760402;;;4661;NB;NB;36,1;MÜNSTER;6232;T;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;19;;Ja;Nein;
6011170;SAE-West;ASC Wörgl;BF.ST.JOHANN/TIROL;Bahnhof;SCHALTHAUS EK;10000211;;;4655;NB;99;148,131;ST. JOHANN IN TIROL;6380;T;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;20;;Ja;Nein;
1071110;SAE-Ost 3;ASC Wr. Neustadt;BF.BERNDORF FABRIK;Bahnhof;SH-Zugfunk  Berndorf/Fabrik;10019221;;;20239670;Bf. Berndorf/Fabrik;X;10,01;BERNDORF;2560;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
7671130;SAE-Ost 3;ASC Wr. Neustadt;BF.HARTBERG;Bahnhof; Hartberg Gütermaga ÖBB-LS-Anlagenraum;11418;15,98443927;47,28094719;1546;NB;NB;49,783;HARTBERG;8230;St;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;30;;Ja;Nein;
2055010;SAE-Ost 3;ASC Wr. Neustadt;BF.WIENER NEUSTADT;Bahnhof;PR-NB SH-Technik -ST;10019777;;;20426469;Neunkirchnerstr.;82;49,28;WR. NEUSTADT;2700;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;0
2055010;SAE-Ost 3;ASC Wr. Neustadt;BF.WIENER NEUSTADT;Bahnhof;PR-NB SH-Technik -ET WHZ;10019776;;;20426466;neunkirchnerstr.;82;49,285;WR. NEUSTADT;2700;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;0
7671130;SAE-Ost 3;ASC Wr. Neustadt;BF.HARTBERG;Bahnhof; Hartberg Gütermaga ÖBB-LS-Vorraum;11418;15,98443927;47,28094719;1547;NB;NB;49,81;HARTBERG;8230;St;BLITZSCHUTZ;5;Betriebsgebäude;Nein;20;;Ja;Nein;
1671070;SAE-Ost 3;ASC Wr. Neustadt;BF.BAD ERLACH;Bahnhof;SH  EK 62,520;10005205;;;9286;STRECKE;XX;62,52;ERLACH;2822;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
1071060;SAE-Ost 3;ASC Wr. Neustadt;ENZESFELD=L.-BERNDORF FABRIK;Strecke;SH-Technik-ET Hst.Hirtenberg;10019185;;;20238407;Hst.Hirtenberg alte Strasse;X;6,41;ENZESFELD/LINDABRUNN;2551;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
2053090;SAE-Ost 3;ASC Wr. Neustadt;BF.PFAFFSTÄTTEN;Bahnhof;AG. PFAFFSTÄTTEN;1000;16,25905667;48,01853845;3162;SCHIESTLGASSE;1;24,02;PFAFFSTÄTTEN;2511;N;BLITZSCHUTZ;4;Betriebsgebäude;Nein;217,77;;Ja;Nein;
1071060;SAE-Ost 3;ASC Wr. Neustadt;ENZESFELD=L.-BERNDORF FABRIK;Strecke;SH-EK 9,595 St.Veit - Berndorf/F;10019218;;;20239652; Streck St.Veit - Berndorf/Fabrik;X;9,595;BERNDORF;2560;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
1071110;SAE-Ost 3;ASC Wr. Neustadt;BF.BERNDORF FABRIK;Bahnhof;SH-EK 9,923 Berndorf/Fabrik;10019219;;;20239653;Bf.SH-EK 9,595 St.Veit - Berndorf/F;X;9,923;BERNDORF;2560;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
1071060;SAE-Ost 3;ASC Wr. Neustadt;ENZESFELD=L.-BERNDORF FABRIK;Strecke;SH-EK 6,223 Hirtenberg;10019184;;;20238398;nähe Hst.Hirtenberg;X;6,223;ENZESFELD/LINDABRUNN;2551;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
1071060;SAE-Ost 3;ASC Wr. Neustadt;ENZESFELD=L.-BERNDORF FABRIK;Strecke;SH-HOA Hirtenberg;10019183;;;20238397;Nähe Hst.Hirtenberg;X;6,19;ENZESFELD/LINDABRUNN;2551;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
2053120;SAE-Ost 3;ASC Wr. Neustadt;ÜST.BADEN FBF.1-BAD VÖSLAU;Strecke;SH-HOA 27,350 Baden;10019182;;;20238323;xxx;X;27,35;BADEN;2500;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
2053120;SAE-Ost 3;ASC Wr. Neustadt;ÜST.BADEN FBF.1-BAD VÖSLAU;Strecke;SH-Zugfunk 27,750 (Baden Molkerei);10019181;;;20238319;Molkerei;X;27,75;BADEN;2500;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
1071110;SAE-Ost 3;ASC Wr. Neustadt;BF.BERNDORF FABRIK;Bahnhof;SH-Technik-ST  Berndorf/Fabrik;10019220;;;20239668;Bf.Berndorf/Fabrik;X;10;BERNDORF;2560;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
1671150;SAE-Ost 3;ASC Wr. Neustadt;BF.SCHEIBLINGKIRCHEN=WARTH;Bahnhof;SH-EK  73,098;10001162;;;6382;BF.-BEREICH;0;73,098;SCHEIBLINGKIRCHEN-WARTH;2831;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
1701070;SAE-Ost 3;ASC Wr. Neustadt;BF.DEUTSCHKREUTZ;Bahnhof;MAGAZIN FÜR BF  DEUTSCHKREUZ;17276;16,6202195;47,60378972;7703;BAHNGASSE;8;9,48;DEUTSCHKREUZ;7301;B;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;15;;Ja;Nein;
2053120;SAE-Ost 3;ASC Wr. Neustadt;ÜST.BADEN FBF.1-BAD VÖSLAU;Strecke;SH-EK 27,743 (Baden Molkerei);10019180;;;20238313;Molkerei;X;27,743;BADEN;2500;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
1071140;SAE-Ost 3;ASC Wr. Neustadt;POTTENSTEIN/T.-WEISSENBACH=N.;Strecke;SH-EK 18,529 Pottenstein-Weißenbach;10019237;;;20239967;Strecke Pottenstein-Weißenbach;X;17,529;WEISENBACH A. D. TRIESTING;2564;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
1071140;SAE-Ost 3;ASC Wr. Neustadt;POTTENSTEIN/T.-WEISSENBACH=N.;Strecke;SH-EK 18,917 Weißenbach;10019238;;;20239973;vor Bf.Weißenbach;X;18,917;WEISENBACH A. D. TRIESTING;2564;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
1071150;SAE-Ost 3;ASC Wr. Neustadt;BF.WEISSENBACH=NEUHAUS;Bahnhof;SH-Technik-ST Weißenbach;10019239;;;20239984;Hauptstraße;X;19,1;WEISENBACH A. D. TRIESTING;2564;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
1071060;SAE-Ost 3;ASC Wr. Neustadt;ENZESFELD=L.-BERNDORF FABRIK;Strecke;SH-EK 9,282 St.Veit - Berndorf/F;10019217;;;20239650;Strecke St.Veit - Berndorf Fabrik;X;9,282;BERNDORF;2560;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
1071150;SAE-Ost 3;ASC Wr. Neustadt;BF.WEISSENBACH=NEUHAUS;Bahnhof;SH-Technik-IKT Weißenbach;10019240;;;20239985;Hauptsraße;X;19,105;WEISENBACH A. D. TRIESTING;2564;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
1071150;SAE-Ost 3;ASC Wr. Neustadt;BF.WEISSENBACH=NEUHAUS;Bahnhof;SH-Technik-ET Weißenbach;10019241;;;20239986;Hauptstraße;X;19,11;WEISENBACH A. D. TRIESTING;2564;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
7671130;SAE-Ost 3;ASC Wr. Neustadt;BF.HARTBERG;Bahnhof; Hartberg Gütermaga ÖBB-Heizraum;11418;15,98443927;47,28094719;1548;NB;NB;49,82;HARTBERG;8230;St;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;50;;Ja;Nein;
7671100;SAE-Ost 3;ASC Wr. Neustadt;GRAFENDORF-HARTBERG;Strecke;SH EK KM 56,345;10021732;;;24856518;Lungitztalstraße;XX;56,345;HARTBERG;8230;St;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;0
2055010;SAE-Ost 3;ASC Wr. Neustadt;BF.WIENER NEUSTADT;Bahnhof;EHEM.POSTGEBÄUDE;18572;16,23442672;47,8119555;1160974;BAHNHOFSPLATZ;1;48,075;WR. NEUSTADT;2700;N;KEIN BLITZSCHUTZ;0;Büro/Verwaltungsgebäude;Nein;500;;Ja;Nein;
1711020;SAE-Ost 3;ASC Wr. Neustadt;EBENFURTH-MITTE LEITHABRÜCKE;Strecke;SH EK 115,743 STR.1711;10018356;;;1897579;SCHIEßSTETTENSTRASSE;XX;115,743;EBENFURTH;2490;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
2054010;SAE-Ost 3;ASC Wr. Neustadt;BF.LEOBERSDORF;Bahnhof;Personentunnel;0;;;24659157;0;0;0;LEOBERSDORF;2544;N;KEIN BLITZSCHUTZ;0;;Nein;;;Nein;Nein;0
2063010;SAE-Ost 3;ASC Wr. Neustadt;BF.WAMPERSDORF;Bahnhof;Schaltposten Wampersdorf;0;;;24836781;Am Bahnhof 2;2;41,5;WAMPERSDORF;2483;N;BLITZSCHUTZ;12;Betriebsgebäude;Nein;150;;Ja;Nein;0
1671220;SAE-Ost 3;ASC Wr. Neustadt;EDLITZ=G.-AB*HARTMANN*;Strecke;SH EK 78,689 EVN EDLITZ (von Bf.Edlitz);0;;;20225377;BAHNGELÄNDE;0;78,689;EDLITZ;2842;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
2053090;SAE-Ost 3;ASC Wr. Neustadt;BF.PFAFFSTÄTTEN;Bahnhof;WÄCHTERHAUS 52 (IMMO);13672;;;3161;GMÖLGASSE;2;23,95;PFAFFSTÄTTEN;2511;N;KEIN BLITZSCHUTZ;0;Wohngebäude;Nein;140,29;;Nein;Nein;
7671320;SAE-Ost 3;ASC Wr. Neustadt;AB*KOHL*-SÖCHAU;Strecke;SH-KM17,530-ÜBERSBACH;10016115;;;12922;ÜBERSBACH;NB;17,53;ÜBERSBACH;8362;St;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;8;;Ja;Nein;
2053090;SAE-Ost 3;ASC Wr. Neustadt;BF.PFAFFSTÄTTEN;Bahnhof;SH WHZ 2;10012282;;;5887;ALBRECHTSGASSE;ON;24,6;PFAFFSTÄTTEN;2511;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;2,86;;Ja;Nein;
2053130;SAE-Ost 3;ASC Wr. Neustadt;BF.BAD VÖSLAU;Bahnhof;BILDUNGSZENTRUM , KEIN AUFTRAG;57006051;;;3157;BAHNSTR.;1;30,3;BAD VÖSLAU;2540;N;BLITZSCHUTZ;4;Büro/Verwaltungsgebäude;Nein;7964,39;;Nein;Nein;
1081060;SAE-Ost 3;ASC Wr. Neustadt;BAD SAUERBRUNN-MATTERSBURG;Strecke;SH EK 10,245 SAUERBRUNN;10019016;;;20220310;LANDESSTRASSE;0;10,245;BAD SAUERBRUNN;7202;B;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
1081060;SAE-Ost 3;ASC Wr. Neustadt;BAD SAUERBRUNN-MATTERSBURG;Strecke;SH-HOA 12,980 WIESEN;10019017;;;20220311;XX;XX;12,98;WIESEN;7203;B;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
1081080;SAE-Ost 3;ASC Wr. Neustadt;WIESEN=S.-MATTERSBURG;Strecke;SH EK 14,727 STR.WIESEN-MATTERSBURG;10019022;;;20220339;Langendorferweg;XX;14,727;MATTERSBURG;7210;B;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
1081080;SAE-Ost 3;ASC Wr. Neustadt;WIESEN=S.-MATTERSBURG;Strecke;SH  12  EK 16,155  MATTERSGURG-NORD;10019023;;;20220340;HIRTENGASSE;XX;16,155;MATTERSBURG;7210;B;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
1081070;SAE-Ost 3;ASC Wr. Neustadt;H/LST.WIESEN=SIGLESS;Halte- /Ladestelle;SH-ZUGFUNK 13,230 WIESEN;10019020;;;20220332;HST.WIESEN;XX;13,23;WIESEN;7203;B;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
1081070;SAE-Ost 3;ASC Wr. Neustadt;H/LST.WIESEN=SIGLESS;Halte- /Ladestelle;SH-EK  13,234 WIESEN;10019021;;;20220336;HST.WIESEN;XX;13,234;WIESEN;7203;B;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
1081090;SAE-Ost 3;ASC Wr. Neustadt;BF.MATTERSBURG;Bahnhof;Personentunnel;0;;;24608451;Bahnhof;0;16,999;MATTERSBURG;7210;B;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;;800;Nein;Nein;0
2053130;SAE-Ost 3;ASC Wr. Neustadt;BF.BAD VÖSLAU;Bahnhof;WÄCHTERHAUS 64 , KEIN AUFTRAG;57007925;;;3153;TATTENDORFERSTR.;36;30,97;BAD VÖSLAU;2540;N;KEIN BLITZSCHUTZ;0;Wohngebäude;Nein;83,14;;Nein;Nein;
2053130;SAE-Ost 3;ASC Wr. Neustadt;BF.BAD VÖSLAU;Bahnhof;WÄCHTERHAUS 61 , KEIN AUFTRAG;57007924;;;3150;CASTELLIG.;2;30,42;BAD VÖSLAU;2540;N;KEIN BLITZSCHUTZ;0;Wohngebäude;Nein;119,14;;Nein;Nein;
2054080;SAE-Ost 3;ASC Wr. Neustadt;FELIXDORF 2-WIENER NEUSTADT;Strecke;SH-ZUGFUNK  NB-NORD;10018978;;;20210069;BADENER STRASSE;0;45,364;WR. NEUSTADT;2700;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
2054010;SAE-Ost 3;ASC Wr. Neustadt;BF.LEOBERSDORF;Bahnhof;AG LEOBERSDORF;623;16,23106474;47,93747265;4183;BAHNHOFPLATZ;3;33,92;LEOBERSDORF;2544;N;BLITZSCHUTZ;17;Betriebsgebäude;Nein;984,42;;Ja;Nein;
1071120;SAE-Ost 3;ASC Wr. Neustadt;BERNDORF FABRIK-POTTENSTEIN/T.;Strecke;SH-EK 13,683 Berndorf/Stadt-Pottenstein;10019228;;;20239697;Strecke Berndorf/Stadt-Pottenstein;X;13,683;POTTENSTEIN;2563;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
1681150;SAE-Ost 3;ASC Wr. Neustadt;BF.OBERWART;Bahnhof;AG OBERWART;1916;16,21279703;47,29012729;3616;BAHNHOFSTRAßE;6A;42,614;OBERWART;7400;B;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;461,09;;Ja;Nein;7
2054010;SAE-Ost 3;ASC Wr. Neustadt;BF.LEOBERSDORF;Bahnhof;BM-WERKSTÄTTE LEOBERSDORF;15342;16,23224833;47,93630511;4185;BAHNHOFPLATZ;3;34,076;LEOBERSDORF;2544;N;BLITZSCHUTZ;12;Werkstätte;Nein;542,46;;Ja;Nein;
1681150;SAE-Ost 3;ASC Wr. Neustadt;BF.OBERWART;Bahnhof;ZUGBEGLEITERUNTERKUNFT OBERWART;13956;16,21354878;47,2894966;3617;BAHNHOFSTRAßE;6A;42,524;OBERWART;7400;B;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;120,96;;Ja;Nein;
2064020;SAE-Ost 3;ASC Wr. Neustadt;EBENFURTH-OBEREGGENDORF;Strecke;SH-Technik-ET Hst.Untereggendorf;10021136;;;24276034;ÖBB Hst;XX;41,694;UNTEREGGENDORF;2492;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;0
1681150;SAE-Ost 3;ASC Wr. Neustadt;BF.OBERWART;Bahnhof;BM RUK+BM MAGA OBERWART;149;16,21293918;47,28978779;3619;BAHNHOFSTRAßE;6A;42,582;OBERWART;7400;B;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;136,92;;Ja;Nein;
7671050;SAE-Ost 3;ASC Wr. Neustadt;BF.DECHANTSKIRCHEN;Bahnhof;WG (HST.) - DECHANDKIRCHEN;1384;16,02228941;47,4186058;1539;DECHANDSKIRCHEN;1;73,868;DECHANDSKIRCHEN;8241;St;BLITZSCHUTZ;5;Betriebsgebäude;Nein;264,86;;Ja;Nein;
2054010;SAE-Ost 3;ASC Wr. Neustadt;BF.LEOBERSDORF;Bahnhof;BM-BÜROGEB.LEOBERSDORF;15287;16,23238297;47,9359025;4186;BAHNHOFPLATZ;3;34,125;LEOBERSDORF;2544;N;BLITZSCHUTZ;4;Büro/Verwaltungsgebäude;Nein;357,07;;Ja;Nein;
2064010;SAE-Ost 3;ASC Wr. Neustadt;BF.EBENFURTH;Bahnhof;SH-WHZ 4 EBENFURTH;10016857;;;1162276;BAHNHOFBEREICH;X;38,735;EBENFURTH;2490;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
1071130;SAE-Ost 3;ASC Wr. Neustadt;BF.POTTENSTEIN/TRIESTING;Bahnhof;ROTTENUNTERKUNFT POTTENSTEIN;13266;;;3234;BAHNSTRASSE;19;14,618;POTTENSTEIN;2563;N;KEIN BLITZSCHUTZ;0;Büro/Verwaltungsgebäude;Nein;112,57;;Nein;Nein;
1681150;SAE-Ost 3;ASC Wr. Neustadt;BF.OBERWART;Bahnhof;WH 12 OBERWART (IMMO);13834;;;3622;SCHLAININGSTRAßE;6A;42,267;OBERWART;7400;B;KEIN BLITZSCHUTZ;0;Büro/Verwaltungsgebäude;Nein;94,29;;Nein;Nein;
1672040;SAE-Ost 3;ASC Wr. Neustadt;AUSSCHLAG=Z.-TAUCHEN=SCH.;Strecke;MÖNICHKIRCHEN  AG-NUR  WOHNGEB. (IMMO);928;;;20207393;MITTEREGG;64;9,452;MITTEREGG;2872;N;KEIN BLITZSCHUTZ;0;Büro/Verwaltungsgebäude;Nein;52,04;;Nein;Nein;
2063020;SAE-Ost 3;ASC Wr. Neustadt;WAMPERSDORF-EBENFURTH;Strecke;POTTEND.FAHRRADSTÄNDER  (LÖSCHEN);10009675;;;11673;BAHNHOFSTR.;12;33,9;POTTENDORF;2686;N;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;;65;Nein;Nein;
1071120;SAE-Ost 3;ASC Wr. Neustadt;BERNDORF FABRIK-POTTENSTEIN/T.;Strecke;SH-EK 12,360 Berndorf/Stadt-Pottenstein;10019227;;;20239695;Strecke Berndorf/Stadt-Pottenstein;X;12,36;BERNDORF STADT;2562;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
1071120;SAE-Ost 3;ASC Wr. Neustadt;BERNDORF FABRIK-POTTENSTEIN/T.;Strecke;SH-Technik-IKT Berndorf/Stadt;10019225;;;20239683;Bahngasse;32;12,125;BERNDORF;2560;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
