BK;WE;Objekt-Nr;Objekt-Bez.;aus SAP;Land;PLZ;Ort;Straße;Rahmenplanstrecke;Bahnhof;Bahnhofskategorie;Streckennummer;km von;km bis;Betriebsstelle;Region/Standort;BLM;Objektbetreuer
8300;1217621;20398;VS_Zwettl (Zw);ja;AT;3910;Zwettl;;073 - Schwarzenau (a) - Waldhausen (e);Zwettl;Kategorie X;1762 - SCHWARZENAU (A) - WALDHAUSEN (;21,522;21,522;Zwettl;IMM NÖ-West (St. Pölten);Pavlecka Michael;Haider Ewald
8300;1217621;20400;VS_Klein Schönau (Kln);ja;AT;3902;Klein Schönau;;073 - Schwarzenau (a) - Waldhausen (e);Klein Schönau;Kategorie X;1762 - SCHWARZENAU (A) - WALDHAUSEN (;28,81;28,887;;IMM NÖ-West (St. Pölten);Pavlecka Michael;Haider Ewald
8300;1217621;20402;VS_Waldhausen (Wau);ja;AT;3914;Waldhausen;;073 - Schwarzenau (a) - Waldhausen (e);Waldhausen;Kategorie X;1762 - SCHWARZENAU (A) - WALDHAUSEN (;34,636;34,726;;IMM NÖ-West (St. Pölten);Pavlecka Michael;Haider Ewald
8300;1218111;20446;VS_Stetten (Ste);ja;AT;2100;Stetten;;068 - Korneuburg (a) - Hohenau (a);Stetten;Kategorie X;1811 - KORNEUBURG (A) - HOHENAU (A);5,463;5,463;Stetten;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Maurer Josef;Enzersdorfer Helmut
8300;1218111;20447;VS_Rückersdorf-Harmannsdorf (Rue);ja;AT;2111;Rückersdorf;;068 - Korneuburg (a) - Hohenau (a);Rückersdorf-Harmannsdorf;Kategorie X;1811 - KORNEUBURG (A) - HOHENAU (A);8,617;8,617;Rückersdorf-Harmannsdorf;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Maurer Josef;Enzersdorfer Helmut
8300;1218111;20449;VS_Wetzleinsdorf (Wed);ja;AT;2113;Wetzleinsdorf;Bahngasse 1;068 - Korneuburg (a) - Hohenau (a);Wetzleinsdorf;Kategorie X;1811 - KORNEUBURG (A) - HOHENAU (A);21,99;21,99;Wetzleinsdorf;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Maurer Josef;Enzersdorfer Helmut
8300;1218211;20452;VS_Obersdorf (Odf);ja;AT;2120;Pillichsdorf;;067 - Obersdorf-Pillichsdorf (e) - Groß Schweinbarth (a) - inaktiv ab 01.01.2018;Obersdorf;Kategorie 5;1821 - STAMMERSDORF (E) - GROSS SCHWE;11,942;11,942;Obersdorf;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Schmidt Peter;Wachter Josef
8300;1218211;20453;VS_Pillichsdorf (Odf H1);ja;AT;2211;Pillichsdorf;;067 - Obersdorf-Pillichsdorf (e) - Groß Schweinbarth (a) - inaktiv ab 01.01.2018;Pillichsdorf;Kategorie 6;1821 - STAMMERSDORF (E) - GROSS SCHWE;13,536;13,536;Pillichsdorf;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Schmidt Peter;Wachter Josef
8300;1218211;20454;VS_Groß Engersdorf (Ged);ja;AT;2212;Gr. Engersdorf;;067 - Obersdorf-Pillichsdorf (e) - Groß Schweinbarth (a) - inaktiv ab 01.01.2018;Groß Engersdorf;Kategorie 6;1821 - STAMMERSDORF (E) - GROSS SCHWE;15,985;15,985;Groß Engersdorf;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Schmidt Peter;Wachter Josef
8300;1218211;20455;VS_Bockfließ (Bof);ja;AT;2213;Bockfliess;;067 - Obersdorf-Pillichsdorf (e) - Groß Schweinbarth (a) - inaktiv ab 01.01.2018;Bockfließ;Kategorie 6;1821 - STAMMERSDORF (E) - GROSS SCHWE;18,577;18,577;Bockfließ;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Schmidt Peter;Wachter Josef
8300;1218211;20456;VS_Auersthal (Awanst) (Bof K1);ja;AT;2214;Auersthal;;067 - Obersdorf-Pillichsdorf (e) - Groß Schweinbarth (a) - inaktiv ab 01.01.2018;Auersthal;Kategorie 6;1821 - STAMMERSDORF (E) - GROSS SCHWE;21,812;21,812;Auersthal (Awanst);IMM NÖ-Ost/Bglnd (Wr. Neustadt);Schmidt Peter;Wachter Josef
8300;1122221;20457;VS_Raggendorf Markt (Bof H2);ja;AT;2215;Unbekannt;;067 - Obersdorf-Pillichsdorf (e) - Groß Schweinbarth (a) - inaktiv ab 01.01.2018;Raggendorf Markt;Kategorie 6;1821 - STAMMERSDORF (E) - GROSS SCHWE;25,68;25,68;Raggendorf Markt;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Schmidt Peter;Wachter Josef
8300;1122251;20463;VS_Zistersdorf (Zia);ja;AT;2225;Zistersdorf;;069 - Drösing (a) - Zistersdorf Stadt (e);Zistersdorf (in Zis);Kategorie X;;20,611;20,611;Zistersdorf (in Zis);IMM NÖ-Ost/Bglnd (Wr. Neustadt);Schmidt Peter;Wachter Josef
8300;1218311;20467;VS_Prottes (Awanst, AB) (Gae K1A);ja;AT;2242;Prottes;;066 - Gänserndorf (a) / Obersdorf (e) - Bad Pirawarth (e);Prottes;Kategorie 6;1831 - GÄNSERNDORF (A) - GROSS SCHWEI;5,055;5,055;Prottes (Awanst, AB);IMM NÖ-Ost/Bglnd (Wr. Neustadt);Schmidt Peter;Wachter Josef
8300;1218311;20468;VS_Matzen (Gae H2A);ja;AT;2243;Matzen;;066 - Gänserndorf (a) / Obersdorf (e) - Bad Pirawarth (e);Matzen;Kategorie 6;1831 - GÄNSERNDORF (A) - GROSS SCHWEI;7,775;7,775;Matzen;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Schmidt Peter;Wachter Josef
8300;1122221;20469;VS_Raggendorf (Gae H3A);ja;AT;2215;Unbekannt;;066 - Gänserndorf (a) / Obersdorf (e) - Bad Pirawarth (e);Raggendorf;Kategorie 6;1831 - GÄNSERNDORF (A) - GROSS SCHWEI;10,71;10,71;Raggendorf;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Schmidt Peter;Wachter Josef
8300;1122221;20470;VS_Groß Schweinbarth (Grs);ja;AT;2221;Gr. Schweinbarth;;066 - Gänserndorf (a) / Obersdorf (e) - Bad Pirawarth (e);Groß Schweinbarth;Kategorie 6;1822 - GROSS SCHWEINBARTH (E) - PIRAW;13,7;13,7;Groß Schweinbarth;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Schmidt Peter;Wachter Josef
8300;1122221;20471;VS_Bad Pirawarth (Py);ja;AT;2222;Pirawarth;;066 - Gänserndorf (a) / Obersdorf (e) - Bad Pirawarth (e);Bad Pirawarth;Kategorie 6;1822 - GROSS SCHWEINBARTH (E) - PIRAW;18,247;18,247;Bad Pirawarth;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Schmidt Peter;Wachter Josef
8300;1121361;20478;VS_Laa a.d.Thaya Stadt (Las);ja;AT;2136;Laa/Thaya;;070 - Laa/Thaya (a) - Zellerndorf (a);Laa a.d.Thaya Stadt;Kategorie X;1872 - LAA A.D.THAYA (A) - ZELLERNDOR;133,402;133,402;Laa a.d.Thaya Stadt;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Schmidt Peter;Wachter Josef
8300;1111101;20486;VS_Zentralfriedhof (Cf);ja;AT;1110;Wien Zentralfriedhof;;065 - Wien Rennweg (a) - Wolfsthal (e);Zentralfriedhof;Kategorie 5;2911 - WIEN NORD=RENNWEG (A) - FLUGHA;6,733;6,733;Zentralfriedhof;IMM Wien (Wien);Schoelm Werner;Pollak Walter
8300;1219131;20487;VS_Mannswörth (in Kls) (Msw);ja;AT;2320;Mannswörth;;065 - Wien Rennweg (a) - Wolfsthal (e);Mannswörth;Kategorie 6;2911 - WIEN NORD=RENNWEG (A) - FLUGHA;14,73;14,73;Mannswörth (in Kls);IMM NÖ-Ost/Bglnd (Wr. Neustadt);Huber Friedrich;Horvath Kurt
8300;1124341;20489;VS_Mannersdorf (in Goe) (Man);ja;AT;2452;Mannersdorf;;110 - Fischamend (a) - Götzendorf (a);;;1921 - ABZW.FISCHAMEND (A) - MANNERSD;28,884;28,884;Mank;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Luckinger Philipp;Wallner Christian
8300;1171111;20492;VS_Neudorf (Par H1);ja;AT;7341;Neudorf;;036 - Parndorf (a) - Staatsgrenze n. Kittsee;Neudorf;Kategorie 6;1941 - PARNDORF (A) - STAATSGR.N.KITT;5,82;5,82;Neudorf;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Dostal Sandra;Posch Guenter
8300;1171111;20493;VS_Gattendorf (Gtt);ja;AT;2474;Gattendorf;;036 - Parndorf (a) - Staatsgrenze n. Kittsee;Gattendorf;Kategorie 6;1941 - PARNDORF (A) - STAATSGR.N.KITT;9,05;9,05;Gattendorf;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Dostal Sandra;Posch Guenter
8300;1219411;20494;VS_Pama (Gtt H1);ja;AT;2422;Pama;;036 - Parndorf (a) - Staatsgrenze n. Kittsee;Pama;Kategorie 6;1941 - PARNDORF (A) - STAATSGR.N.KITT;14,9;14,9;Pama;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Dostal Sandra;Posch Guenter
8300;1219411;20495;VS_Kittsee (Ktt);ja;AT;2421;Kittsee;;036 - Parndorf (a) - Staatsgrenze n. Kittsee;Kittsee;Kategorie 5;1941 - PARNDORF (A) - STAATSGR.N.KITT;19,88;19,88;Kittsee;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Dostal Sandra;Posch Guenter
8300;1170001;20496;VS_Wulkaprodersdorf Haltestelle (Wul H1H);ja;AT;7041;Wulkaprodersdorf;;064 - Abzw Bruck/Leitha 1 (a) - Wulkaprodersdorf (a);Wulkaprodersdorf Haltestelle;Kategorie 6;1952 - WULKAPRODERSDORF (A) - NEUSIED;1,304;1,304;Wulkaprodersdorf Haltestelle;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Luckinger Philipp;Posch Guenter
8300;1170001;20497;VS_Eisenstadt (in E) (E);ja;AT;7000;Eisenstadt;;064 - Abzw Bruck/Leitha 1 (a) - Wulkaprodersdorf (a);Eisenstadt;Kategorie 5;1952 - WULKAPRODERSDORF (A) - NEUSIED;6,674;6,674;Eisenstadt (in E);IMM NÖ-Ost/Bglnd (Wr. Neustadt);Luckinger Philipp;Posch Guenter
8300;1170001;20498;VS_Eisenstadt Schule (in E) (Esu);ja;AT;7000;Eisenstadt;;064 - Abzw Bruck/Leitha 1 (a) - Wulkaprodersdorf (a);Eisenstadt Schule;Kategorie 5;1952 - WULKAPRODERSDORF (A) - NEUSIED;7,364;7,364;Eisenstadt Schule (in E);IMM NÖ-Ost/Bglnd (Wr. Neustadt);Luckinger Philipp;Posch Guenter
8300;1219511;20499;VS_Schützen am Gebirge (Sag);ja;AT;7081;Schützen/Gebirge;;064 - Abzw Bruck/Leitha 1 (a) - Wulkaprodersdorf (a);Schützen am Gebirge;Kategorie 6;1952 - WULKAPRODERSDORF (A) - NEUSIED;13,7;13,7;Schützen am Gebirge;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Luckinger Philipp;Posch Guenter
8300;1219511;20501;VS_Donnerskirchen (Sag H2);ja;AT;7082;Donnerskirchen;;064 - Abzw Bruck/Leitha 1 (a) - Wulkaprodersdorf (a);Donnerskirchen;Kategorie 6;1952 - WULKAPRODERSDORF (A) - NEUSIED;19,446;19,446;Donnerskirchen;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Luckinger Philipp;Posch Guenter
8300;1219511;20502;VS_Purbach am Neusiedlersee (Pur);ja;AT;7083;Purbach;;064 - Abzw Bruck/Leitha 1 (a) - Wulkaprodersdorf (a);Purbach am Neusiedlersee;Kategorie 6;1952 - WULKAPRODERSDORF (A) - NEUSIED;23,114;23,114;Purbach am Neusiedlersee;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Luckinger Philipp;Posch Guenter
8300;1219511;20503;VS_Breitenbrunn (Pur H1H);ja;AT;7091;Breitenbrunn;;064 - Abzw Bruck/Leitha 1 (a) - Wulkaprodersdorf (a);Breitenbrunn;Kategorie 6;1952 - WULKAPRODERSDORF (A) - NEUSIED;28,405;28,405;Breitenbrunn;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Luckinger Philipp;Posch Guenter
8300;1219511;20504;VS_Winden (Pur H2H);ja;AT;7092;Winden;;064 - Abzw Bruck/Leitha 1 (a) - Wulkaprodersdorf (a);Winden;Kategorie 6;1952 - WULKAPRODERSDORF (A) - NEUSIED;29,597;29,597;Winden;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Luckinger Philipp;Posch Guenter
8300;1219511;20505;VS_Jois (Pur H3H);ja;AT;7093;Jois;;064 - Abzw Bruck/Leitha 1 (a) - Wulkaprodersdorf (a);Jois;Kategorie 6;1952 - WULKAPRODERSDORF (A) - NEUSIED;32,236;32,236;Jois;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Luckinger Philipp;Posch Guenter
8300;1171001;20506;VS_Neusiedl am See (Ns);ja;AT;7100;Neusiedl am See;Bahnstraße 30;064 - Abzw Bruck/Leitha 1 (a) - Wulkaprodersdorf (a);Neusiedl am See;Kategorie 4;1953 - NEUSIEDL/SEE (E) - PARNDORF OR;34,724;34,724;Neusiedl am See;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Luckinger Philipp;Posch Guenter
8300;1171111;20507;VS_Parndorf Ort (Apo H1);ja;AT;7111;Parndorf;;034 - Wien Hbf (a) - Staatsgrenze n. Nickelsdorf;Parndorf Ort;Kategorie 5;1953 - NEUSIEDL/SEE (E) - PARNDORF OR;47,665;47,665;Parndorf Ort;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Dostal Sandra;Hemmer Robert
8300;1127341;20508;VS_Puchberg am Schneeberg (Pub);ja;AT;2734;Puchberg/Schneeberg;;052 - Wiener Neustadt Hbf (a) - Puchberg.a.S.;Puchberg am Schneeberg;Kategorie 6;1632 - BAD FISCHAU=BRUNN (A) - PUCHBE;28,01;28,01;Puchberg am Schneeberg;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Glatz Tamara;Woldrich Gerhard
8300;1111501;20509;VS_Wien Westbf (in Ws) (Ws);ja;AT;1150;Wien;Europaplatz 2;001 - Wien Westbahnhof (e) - St.Pölten Hbf (a);Wien Westbf;Kategorie 1;2011 - WIEN WESTBF. (E) - PENZING (A);0,433;0,433;Wien Westbf (in Ws);IMM Wien (Wien);Fellner Viktor;Stichhaller Rene
8300;1111401;20510;VS_Wien Penzing (in Pz) (Pz);ja;AT;1140;Wien Penzing;Cumberlandstraße 36;094 - Wien Brigittenau (a) - Wien Hütteldorf (a);Wien Penzing;Kategorie 4;2012 - PENZING (E) - WIEN HÜTTELDORF;2,553;2,553;Wien Penzing (in Pz);IMM Wien (Wien);Wolf Herbert;Kirschner Gerhard
8300;1111401;20511;VS_Wien Hütteldorf (in Hf) (Hf);ja;AT;1140;Wien Hütteldorf;Keißlergasse 5;001 - Wien Westbahnhof (e) - St.Pölten Hbf (a);Wien Hütteldorf;Kategorie 2;2013 - WIEN HÜTTELDORF (E) - TULLNERB;5,846;5,846;Wien Hütteldorf (in Hf);IMM Wien (Wien);Wolf Herbert;Kirschner Gerhard
8300;1111401;20512;VS_Wien Weidlingau (Hf  H3);ja;AT;1140;Hadersdorf/Weidlingau;Herzmanskystraße 15;001 - Wien Westbahnhof (e) - St.Pölten Hbf (a);Wien Weidlingau;Kategorie 5;2231 - WIEN HÜTTELDORF (A) - UNTER PU;10,952;10,952;Wien Weidlingau;IMM Wien (Wien);Wolf Herbert;Eidher Alexander
8300;1130021;20514;VS_Purkersdorf Sanatorium (Hf  H4);ja;AT;3002;Unter Purkersdorf;;001 - Wien Westbahnhof (e) - St.Pölten Hbf (a);Purkersdorf Sanatorium;Kategorie 5;2231 - WIEN HÜTTELDORF (A) - UNTER PU;10,952;10,952;Purkersdorf Sanatorium;IMM NÖ-West (St. Pölten);Kefer Julia;Buchsbaum Helmut
8300;1130021;20515;VS_Unter Purkersdorf (Up);ja;AT;3002;Unter Purkersdorf;;001 - Wien Westbahnhof (e) - St.Pölten Hbf (a);Unter Purkersdorf;Kategorie 5;2013 - WIEN HÜTTELDORF (E) - TULLNERB;11,839;11,839;Unter Purkersdorf;IMM NÖ-West (St. Pölten);Kefer Julia;Buchsbaum Helmut
8300;1130021;20516;VS_Purkersdorf Zentrum (Up  H1);ja;AT;3002;Purkersdorf/Gablitz;;001 - Wien Westbahnhof (e) - St.Pölten Hbf (a);Purkersdorf Zentrum;Kategorie 4;2013 - WIEN HÜTTELDORF (E) - TULLNERB;12,889;12,889;Purkersdorf Zentrum;IMM NÖ-West (St. Pölten);Kefer Julia;Buchsbaum Helmut
8300;1130021;20517;VS_Unter Tullnerbach (Up  H2);ja;AT;3013;Unter Tullnerbach;;001 - Wien Westbahnhof (e) - St.Pölten Hbf (a);Unter Tullnerbach;Kategorie 6;2013 - WIEN HÜTTELDORF (E) - TULLNERB;16,865;16,865;Unter Tullnerbach;IMM NÖ-West (St. Pölten);Kefer Julia;Buchsbaum Helmut
8300;1220131;20518;VS_Tullnerbach-Pressbaum (Pm);ja;AT;3013;Unter Tullnerbach;;001 - Wien Westbahnhof (e) - St.Pölten Hbf (a);Tullnerbach-Pressbaum;Kategorie 4;2014 - TULLNERBACH=PRESSBAUM (E) - NE;19,97;19,97;Tullnerbach-Pressbaum;IMM NÖ-West (St. Pölten);Kefer Julia;Buchsbaum Helmut
8300;1220131;20519;VS_Preßbaum (Pm  H1);ja;AT;3021;Preßbaum;;001 - Wien Westbahnhof (e) - St.Pölten Hbf (a);Pressbaum;Kategorie 5;2014 - TULLNERBACH=PRESSBAUM (E) - NE;21,283;21,283;Pressbaum;IMM NÖ-West (St. Pölten);Kefer Julia;Buchsbaum Helmut
8300;1220131;20520;VS_Dürrwien (Pm  H2);ja;AT;3021;Dürrwien;;001 - Wien Westbahnhof (e) - St.Pölten Hbf (a);Dürrwien;Kategorie 6;2014 - TULLNERBACH=PRESSBAUM (E) - NE;22,532;22,532;Dürrwien;IMM NÖ-West (St. Pölten);Kefer Julia;Buchsbaum Helmut
8300;1220131;20521;VS_Rekawinkel (Rw);ja;AT;3031;Rekawinkel;;001 - Wien Westbahnhof (e) - St.Pölten Hbf (a);Rekawinkel;Kategorie 5;2014 - TULLNERBACH=PRESSBAUM (E) - NE;24,809;24,809;Rekawinkel;IMM NÖ-West (St. Pölten);Weber Wolfgang;Buchsbaum Helmut
8300;1220131;20522;VS_Eichgraben-Altlengbach (Rw  H1);ja;AT;3032;Eichgraben;;001 - Wien Westbahnhof (e) - St.Pölten Hbf (a);Eichgraben-Altlengbach;Kategorie 5;2014 - TULLNERBACH=PRESSBAUM (E) - NE;29,931;29,931;Eichgraben-Altlengbach;IMM NÖ-West (St. Pölten);Weber Wolfgang;Heiss Helmut
8300;1220131;20523;VS_Unter Oberndorf (Hu  H1);ja;AT;3034;Unter/Oberndorf;;001 - Wien Westbahnhof (e) - St.Pölten Hbf (a);Unter Oberndorf;Kategorie 6;2014 - TULLNERBACH=PRESSBAUM (E) - NE;32,334;32,334;Unter Oberndorf;IMM NÖ-West (St. Pölten);Weber Wolfgang;Heiss Helmut
8300;1220131;20524;VS_Maria Anzbach (Hu  H2);ja;AT;3034;Maria Anzbach;;001 - Wien Westbahnhof (e) - St.Pölten Hbf (a);Maria Anzbach;Kategorie 6;2014 - TULLNERBACH=PRESSBAUM (E) - NE;34,3;34,3;Maria Anzbach;IMM NÖ-West (St. Pölten);Weber Wolfgang;Heiss Helmut
8300;1220131;20525;VS_Hofstatt (Hu  H3);ja;AT;3034;Hofstatt;;001 - Wien Westbahnhof (e) - St.Pölten Hbf (a);Hofstatt;Kategorie 6;2014 - TULLNERBACH=PRESSBAUM (E) - NE;35,814;35,814;Hofstatt;IMM NÖ-West (St. Pölten);Weber Wolfgang;Heiss Helmut
8300;1220131;20526;VS_Neulengbach Stadt (Hu  H4);ja;AT;3040;Neulengbach;;001 - Wien Westbahnhof (e) - St.Pölten Hbf (a);Neulengbach Stadt;Kategorie 4;2014 - TULLNERBACH=PRESSBAUM (E) - NE;36,865;36,865;Neulengbach Stadt;IMM NÖ-West (St. Pölten);Weber Wolfgang;Heiss Helmut
8300;1220131;20527;VS_Neulengbach (Nl);ja;AT;3040;Neulengbach;;001 - Wien Westbahnhof (e) - St.Pölten Hbf (a);Neulengbach;Kategorie 6;2015 - NEULENGBACH (E) - KNOTEN WAGRA;38,006;38,006;Neulengbach;IMM NÖ-West (St. Pölten);Weber Wolfgang;Heiss Helmut
8300;1220131;20528;VS_Ollersbach (Nl  H1);ja;AT;3061;Ollersbach;;001 - Wien Westbahnhof (e) - St.Pölten Hbf (a);Ollersbach;Kategorie 6;2015 - NEULENGBACH (E) - KNOTEN WAGRA;41,461;41,461;Ollersbach;IMM NÖ-West (St. Pölten);Weber Wolfgang;Heiss Helmut
8300;1220131;20529;VS_Kirchstetten (Krt);ja;AT;3062;Kirchstetten;;001 - Wien Westbahnhof (e) - St.Pölten Hbf (a);Kirchstetten;Kategorie 5;2015 - NEULENGBACH (E) - KNOTEN WAGRA;43,558;43,558;Kirchstetten;IMM NÖ-West (St. Pölten);Weber Wolfgang;Heiss Helmut
8300;1220131;20530;VS_Böheimkirchen (Bh);ja;AT;3071;Böheimkirchen;;001 - Wien Westbahnhof (e) - St.Pölten Hbf (a);Böheimkirchen;Kategorie 5;2015 - NEULENGBACH (E) - KNOTEN WAGRA;49,076;49,076;Böheimkirchen;IMM NÖ-West (St. Pölten);Weber Wolfgang;Heiss Helmut
8300;1220131;20532;VS_Pottenbrunn (in Wat) (Wgm);ja;AT;3140;Pottenbrunn;;001 - Wien Westbahnhof (e) - St.Pölten Hbf (a);Pottenbrunn;Kategorie 6;2015 - NEULENGBACH (E) - KNOTEN WAGRA;54,445;54,445;Pottenbrunn (in Wat);IMM NÖ-West (St. Pölten);Weber Wolfgang;Heiss Helmut
8300;1220161;20533;VS_Loosdorf (Los);ja;AT;3382;Loosdorf;;003 - St.Pölten Hbf (e)  - Linz Hbf (a);Loosdorf;Kategorie 5;2016 - KNOTEN ROHR (A) - AMSTETTEN (A;78,131;78,131;Loosdorf;IMM NÖ-West (St. Pölten);Kefer Julia;Spiegel Josef
8300;1133901;20534;VS_Melk (Los H1);ja;AT;3390;Melk;Bahnhofplatz 1;003 - St.Pölten Hbf (e)  - Linz Hbf (a);Melk;Kategorie 4;2016 - KNOTEN ROHR (A) - AMSTETTEN (A;84,61;84,61;Melk;IMM NÖ-West (St. Pölten);Kraushofer Anita;Wintner Reinhard
8300;1133801;20535;VS_Pöchlarn (Poe);ja;AT;3380;Pöchlarn;Bahnhofplatz 1;003 - St.Pölten Hbf (e)  - Linz Hbf (a);Pöchlarn;Kategorie 4;2016 - KNOTEN ROHR (A) - AMSTETTEN (A;93,914;93,914;Pöchlarn;IMM NÖ-West (St. Pölten);Kraushofer Anita;Wintner Reinhard
8300;1220163;20536;VS_Krummnußbaum (Poe H1);ja;AT;3375;Krummnußbaum;;003 - St.Pölten Hbf (e)  - Linz Hbf (a);Krummnußbaum;Kategorie 6;2016 - KNOTEN ROHR (A) - AMSTETTEN (A;98,22;98,22;Krummnußbaum;IMM NÖ-West (St. Pölten);Zehetner Heidi;Wintner Reinhard
8300;1220163;20537;VS_Säusenstein (Poe H2);ja;AT;3374;Säusenstein;;003 - St.Pölten Hbf (e)  - Linz Hbf (a);Säusenstein;Kategorie 6;2016 - KNOTEN ROHR (A) - AMSTETTEN (A;102,521;102,521;Säusenstein;IMM NÖ-West (St. Pölten);Zehetner Heidi;Wintner Reinhard
8300;1220163;20538;VS_Neumarkt a.d.Y-Karlsbach (Kar H1);ja;AT;3371;Neumarkt/Ybbs;;003 - St.Pölten Hbf (e)  - Linz Hbf (a);Neumarkt a.d.Y-Karlsbach;Kategorie 6;2016 - KNOTEN ROHR (A) - AMSTETTEN (A;111,361;111,361;Neumarkt a.d.Y-Karlsbach;IMM NÖ-West (St. Pölten);Zehetner Heidi;Wintner Reinhard
8300;1220163;20540;VS_Blindenmarkt (Kar H2);ja;AT;3372;Blindenmarkt;;003 - St.Pölten Hbf (e)  - Linz Hbf (a);Blindenmarkt;Kategorie 5;2016 - KNOTEN ROHR (A) - AMSTETTEN (A;116,921;116,921;Blindenmarkt;IMM NÖ-West (St. Pölten);Zehetner Heidi;Wintner Reinhard
8300;1133001;20541;VS_Amstetten (in Ams) (Ams);ja;AT;3300;Amstetten;Graben 60;003 - St.Pölten Hbf (e)  - Linz Hbf (a);Amstetten;Kategorie 2;2017 - AMSTETTEN (E) - ST.VALENTIN (A;124,558;124,558;Amstetten (in Ams);IMM NÖ-West (St. Pölten);Hagler Anita;Krahofer Bernhard
8300;1133001;20542;VS_Mauer-Öhling (Ams H1);ja;AT;3362;Mauer/Öhling;;003 - St.Pölten Hbf (e)  - Linz Hbf (a);Mauer-Öhling;Kategorie 6;2017 - AMSTETTEN (E) - ST.VALENTIN (A;131,146;131,146;Mauer-Öhling;IMM NÖ-West (St. Pölten);Hagler Anita;Krahofer Bernhard
8300;1220171;20543;VS_Aschbach Haltestelle (Ams H2);ja;AT;3361;Aschbach;;003 - St.Pölten Hbf (e)  - Linz Hbf (a);Aschbach Haltestelle;Kategorie 6;2017 - AMSTETTEN (E) - ST.VALENTIN (A;135,595;135,595;Aschbach Haltestelle;IMM NÖ-West (St. Pölten);Hagler Anita;Krahofer Bernhard
8300;1220171;20544;VS_Krenstetten-Biberbach (Ams H3);ja;AT;3353;Biberbach;;003 - St.Pölten Hbf (e)  - Linz Hbf (a);Krenstetten-Biberbach;Kategorie 6;2017 - AMSTETTEN (E) - ST.VALENTIN (A;140,18;140,18;Krenstetten-Biberbach;IMM NÖ-West (St. Pölten);Hagler Anita;Krahofer Bernhard
8300;1220171;20545;VS_St.Peter-Seitenstetten (in Sp) (Sp);ja;AT;3352;St. Peter/Au;;003 - St.Pölten Hbf (e)  - Linz Hbf (a);St.Peter-Seitenstetten;Kategorie 5;2017 - AMSTETTEN (E) - ST.VALENTIN (A;144,245;144,245;St.Peter-Seitenstetten (in Sp);IMM NÖ-West (St. Pölten);Waldbauer Andreas;Pallinger Erich
8300;1220171;20546;VS_St.Johann-Weistrach (Spw H1);ja;AT;3352;St. Johann;;003 - St.Pölten Hbf (e)  - Linz Hbf (a);St.Johann-Weistrach;Kategorie 6;2017 - AMSTETTEN (E) - ST.VALENTIN (A;147,9;147,9;St.Johann-Weistrach;IMM NÖ-West (St. Pölten);Waldbauer Andreas;Pallinger Erich
8300;1220171;20548;VS_Stadt Haag (Spw H2);ja;AT;3350;Haag;;003 - St.Pölten Hbf (e)  - Linz Hbf (a);Stadt Haag;Kategorie 5;2017 - AMSTETTEN (E) - ST.VALENTIN (A;154,038;154,038;Stadt Haag;IMM NÖ-West (St. Pölten);Waldbauer Andreas;Pallinger Erich
8300;1111001;20550;VS_Wien Quartier Belvedere (in Wwb) (Wwb);ja;AT;1100;Wien;;016 - Wien Hbf (e) - Wiener Neustadt Hbf (a);Wien Quartier Belvedere;Kategorie 2;2224 - WIEN MEIDLING (MATZL.) (A) - W;1,925;1,925;Wien Quartier Belvedere (in Wwb);IMM Wien (Wien);Fichtl Thomas;Muenzker Gerald
8300;1111201;20551;VS_Wien Meidling (in Wbf) (Mi);ja;AT;1120;Wien;;016 - Wien Hbf (e) - Wiener Neustadt Hbf (a);Wien Meidling;Kategorie 1;2052 - WIEN MEIDLING (MATZL.(A)) (E);3,437;3,437;Wien Meidling (in Wbf);IMM Wien (Wien);Turner Johannes;Berger Emmerich
