BK;WE;Objekt-Nr;Objekt-Bez.;aus SAP;Land;PLZ;Ort;Straße;Rahmenplanstrecke;Bahnhof;Bahnhofskategorie;Streckennummer;km von;km bis;Betriebsstelle;Region/Standort;BLM;Objektbetreuer
8300;1160102;20000;VS_Innsbruck Hbf (in I) (I);ja;AT;6020;Innsbruck;Südtiroler Platz 7;008 - Staatsgrenze n. Kufstein - Innsbruck Hbf (e);Innsbruck Hbf;Kategorie 1;6012 - WÖRGL (E) - INNSBRUCK HBF. (E);75,13;75,13;Innsbruck Hbf (in I);IMM Tirol/Vorarlberg (Innsbruck);Deopito Hannes;Gatscher Walter
8300;1133001;20001;VS_Greinsfurth (Ams H1U);ja;AT;3300;Greinsfurth;;030 - Amstetten (a) - Abzw Kastenreith (a);Greinsfurth;Kategorie 6;1021 - AMSTETTEN 11 (A) - WEYER (A);3,6;3,6;Greinsfurth;IMM NÖ-West (St. Pölten);Hagler Anita;Grossmann Klaus
8300;1210211;20002;VS_Ulmerfeld-Hausmening (Ul);ja;AT;3363;Ulmerfeld/Hausmening;;030 - Amstetten (a) - Abzw Kastenreith (a);Ulmerfeld-Hausmening;Kategorie 5;1021 - AMSTETTEN 11 (A) - WEYER (A);7,735;7,735;Ulmerfeld-Hausmening;IMM NÖ-West (St. Pölten);Hagler Anita;Grossmann Klaus
8300;1210211;20003;VS_Kröllendorf (Ul  H1);ja;AT;3331;Allhartsberg;;030 - Amstetten (a) - Abzw Kastenreith (a);Kröllendorf;Kategorie 6;1021 - AMSTETTEN 11 (A) - WEYER (A);11,912;11,912;Kröllendorf;IMM NÖ-West (St. Pölten);Hagler Anita;Grossmann Klaus
8300;1210211;20004;VS_Hilm-Kematen (Hk);ja;AT;3331;Hilm/Kematen;;030 - Amstetten (a) - Abzw Kastenreith (a);Hilm-Kematen;Kategorie 6;1021 - AMSTETTEN 11 (A) - WEYER (A);15,316;15,316;Hilm-Kematen;IMM NÖ-West (St. Pölten);Hagler Anita;Grossmann Klaus
8300;1210211;20005;VS_Rosenau (Hk  H1);ja;AT;3332;Rosenau;;030 - Amstetten (a) - Abzw Kastenreith (a);Rosenau;Kategorie 6;1021 - AMSTETTEN 11 (A) - WEYER (A);17,41;17,41;Rosenau;IMM NÖ-West (St. Pölten);Hagler Anita;Grossmann Klaus
8300;1210211;20006;VS_Sonntagberg (Hk  H2);ja;AT;3333;Sonntagberg;;030 - Amstetten (a) - Abzw Kastenreith (a);Sonntagberg;Kategorie 6;1021 - AMSTETTEN 11 (A) - WEYER (A);19,733;19,733;Sonntagberg;IMM NÖ-West (St. Pölten);Hagler Anita;Grossmann Klaus
8300;1210211;20007;VS_Böhlerwerk a.d.Ybbs (Hk  H3);ja;AT;3333;Böhlerwerk;;030 - Amstetten (a) - Abzw Kastenreith (a);Böhlerwerk a.d.Ybbs;Kategorie 6;1021 - AMSTETTEN 11 (A) - WEYER (A);21,396;21,396;Böhlerwerk a.d.Ybbs;IMM NÖ-West (St. Pölten);Hagler Anita;Grossmann Klaus
8300;1133401;20008;VS_Stadt Waidhofen a.d.Ybbs (Wh  H1);ja;AT;3340;Waidhofen/Ybbs;;030 - Amstetten (a) - Abzw Kastenreith (a);Stadt Waidhofen a.d.Ybbs;Kategorie 6;1021 - AMSTETTEN 11 (A) - WEYER (A);24,847;24,847;Stadt Waidhofen a.d.Ybbs;IMM NÖ-West (St. Pölten);Hagler Anita;Grossmann Klaus
8300;1210212;20010;VS_Gaflenz (Ob  H2);ja;AT;3334;Gaflenz;;030 - Amstetten (a) - Abzw Kastenreith (a);Gaflenz;Kategorie 6;1021 - AMSTETTEN 11 (A) - WEYER (A);34,45;34,45;Gaflenz;IMM Oberösterreich (Linz);Rammerstorfer Erich;Garstenauer Franz
8300;1112302;20011;VS_Wien Blumental (in Id) (Id);ja;AT;1230;Wien Inzersdorf;Rosiwalgasse 91;017 - Wien Matzleinsdorf (a) - Wiener Neustadt Hbf (a);Wien Blumental;Kategorie 6;2062 - ALTMANNSDORF (E) - WAMPERSDORF;6,296;6,296;Wien Blumental (in Id);IMM Wien (Wien);Anderl Franz;Oehlwerther Konrad
8300;1210621;20012;VS_Hennersdorf (in Id) (Hnd);ja;AT;2332;Hennersdorf;;017 - Wien Matzleinsdorf (a) - Wiener Neustadt Hbf (a);Hennersdorf;Kategorie 6;1062 - INZERSDORF ORT (A) - WAMPERSDO;9,42;9,42;Hennersdorf (in Id);IMM NÖ-Ost/Bglnd (Wr. Neustadt);Bleier Matthias;Weghofer Karl
8300;1210621;20013;VS_Achau (Ach);ja;AT;2481;Achau;;017 - Wien Matzleinsdorf (a) - Wiener Neustadt Hbf (a);Achau;Kategorie 6;1062 - INZERSDORF ORT (A) - WAMPERSDO;13,157;13,157;Achau;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Bleier Matthias;Weghofer Karl
8300;1210621;20014;VS_Münchendorf (Mue);ja;AT;2482;Münchendorf;;017 - Wien Matzleinsdorf (a) - Wiener Neustadt Hbf (a);Münchendorf;Kategorie 6;1062 - INZERSDORF ORT (A) - WAMPERSDO;19,03;19,03;Münchendorf;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Bleier Matthias;Weghofer Karl
8300;1210621;20015;VS_Ebreichsdorf (Ebr);ja;AT;2483;Ebreichsdorf;;017 - Wien Matzleinsdorf (a) - Wiener Neustadt Hbf (a);Ebreichsdorf;Kategorie 5;1062 - INZERSDORF ORT (A) - WAMPERSDO;27,229;27,229;Ebreichsdorf;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Bleier Matthias;Weghofer Karl
8300;1124851;20016;VS_Weigelsdorf (Ebr H1);ja;AT;2484;Weigelsdorf;;017 - Wien Matzleinsdorf (a) - Wiener Neustadt Hbf (a);Weigelsdorf;Kategorie 6;1062 - INZERSDORF ORT (A) - WAMPERSDO;28,295;28,295;Weigelsdorf;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Bleier Matthias;Weghofer Karl
8300;1124851;20017;VS_Wampersdorf (Wp);ja;AT;2485;Wampersdorf;;017 - Wien Matzleinsdorf (a) - Wiener Neustadt Hbf (a);Wampersdorf;Kategorie 6;2063 - WAMPERSDORF (E) - EBENFURTH (A;30,811;30,811;Wampersdorf;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Bleier Matthias;Weghofer Karl
8300;1125441;20018;VS_Wittmannsdorf (Wit);ja;AT;2544;Wittmannsdorf;;049 - Leobersdorf (a) - Weißenbach-Neuhaus (e);Wittmannsdorf;Kategorie 6;1071 - LEOBERSDORF (A) - TRAISEN (A);2,554;2,554;Wittmannsdorf;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Kruschiz Katharina;Bancsics Johann
8300;1125441;20019;VS_Enzesfeld-Lindabrunn (Ez);ja;AT;2551;Enzesfeld/Lindabrunn;;049 - Leobersdorf (a) - Weißenbach-Neuhaus (e);Enzesfeld-Lindabrunn;Kategorie 6;1071 - LEOBERSDORF (A) - TRAISEN (A);5,148;5,148;Enzesfeld-Lindabrunn;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Kruschiz Katharina;Bancsics Johann
8300;1125441;20020;VS_Hirtenberg (Ez  H1);ja;AT;2552;Hirtenberg;;049 - Leobersdorf (a) - Weißenbach-Neuhaus (e);Hirtenberg;Kategorie 6;1071 - LEOBERSDORF (A) - TRAISEN (A);6,382;6,382;Hirtenberg;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Kruschiz Katharina;Bancsics Johann
8300;1210711;20021;VS_St.Veit a.d.Triesting (Ez  H2);ja;AT;2560;St. Veit/Triesting;;049 - Leobersdorf (a) - Weißenbach-Neuhaus (e);St.Veit a.d.Triesting;Kategorie 6;1071 - LEOBERSDORF (A) - TRAISEN (A);8,518;8,518;St.Veit a.d.Triesting;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Kruschiz Katharina;Bancsics Johann
8300;1210711;20022;VS_Berndorf Fabrik (Tf);ja;AT;2560;Berndorf Fabrik;;049 - Leobersdorf (a) - Weißenbach-Neuhaus (e);Berndorf Fabrik;Kategorie 6;1071 - LEOBERSDORF (A) - TRAISEN (A);10,042;10,042;Berndorf Fabrik;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Kruschiz Katharina;Bancsics Johann
8300;1210711;20023;VS_Berndorf Stadt (Tf  H1);ja;AT;2560;Berndorf / Stadt;;049 - Leobersdorf (a) - Weißenbach-Neuhaus (e);Berndorf Stadt;Kategorie 6;1071 - LEOBERSDORF (A) - TRAISEN (A);12,091;12,091;Berndorf Stadt;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Kruschiz Katharina;Bancsics Johann
8300;1210711;20024;VS_Pottenstein a.d.Triesting (Pt);ja;AT;2563;Pottenstein;;049 - Leobersdorf (a) - Weißenbach-Neuhaus (e);Pottenstein a.d.Triesting;Kategorie 6;1071 - LEOBERSDORF (A) - TRAISEN (A);14,661;14,661;Pottenstein a.d.Triesting;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Kruschiz Katharina;Bancsics Johann
8300;1210711;20026;VS_Weißenbach-Neuhaus (Web);ja;AT;2564;Weißenbach/Neuhaus;;049 - Leobersdorf (a) - Weißenbach-Neuhaus (e);Weissenbach-Neuhaus;Kategorie 6;1071 - LEOBERSDORF (A) - TRAISEN (A);19,1;19,1;Weissenbach-Neuhaus;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Kruschiz Katharina;Bancsics Johann
8300;1131701;20033;VS_Hainfeld (Hn);ja;AT;3170;Hainfeld;;049 - Leobersdorf (a) - Weißenbach-Neuhaus (e);Hainfeld;Kategorie 6;1071 - LEOBERSDORF (A) - TRAISEN (A);43,905;43,905;Hainfeld;IMM NÖ-West (St. Pölten);Fahrngruber Manfred;Amon Alois
8300;1210712;20034;VS_Rohrbach a.d.Gölsen (Ror);ja;AT;3163;Rohrbach/Gölsen;;049 - Leobersdorf (a) - Weißenbach-Neuhaus (e);Rohrbach a.d.Gölsen;Kategorie 6;1071 - LEOBERSDORF (A) - TRAISEN (A);46,01;46,01;Rohrbach a.d.Gölsen;IMM NÖ-West (St. Pölten);Fahrngruber Manfred;Amon Alois
8300;1210712;20035;VS_Rainfeld-Klein Zell (Hn  H2);ja;AT;3162;Rainfeld/Kleinzell;;049 - Leobersdorf (a) - Weißenbach-Neuhaus (e);Rainfeld-Klein Zell;Kategorie 6;1071 - LEOBERSDORF (A) - TRAISEN (A);48,865;48,865;Rainfeld-Klein Zell;IMM NÖ-West (St. Pölten);Fahrngruber Manfred;Amon Alois
8300;1210712;20036;VS_St.Veit a.d.Gölsen (Vg);ja;AT;3161;St.Veit/Gölsen;;049 - Leobersdorf (a) - Weißenbach-Neuhaus (e);St.Veit a.d.Gölsen;Kategorie 6;1071 - LEOBERSDORF (A) - TRAISEN (A);51,657;51,657;St.Veit a.d.Gölsen;IMM NÖ-West (St. Pölten);Fahrngruber Manfred;Amon Alois
8300;1210712;20037;VS_Wiesenfeld-Schwarzenbach (Vg  H1);ja;AT;3161;Wiesenfeld/Schwarzenbach;;049 - Leobersdorf (a) - Weißenbach-Neuhaus (e);Wiesenfeld-Schwarzenbach;Kategorie 6;1071 - LEOBERSDORF (A) - TRAISEN (A);53,523;53,523;Wiesenfeld-Schwarzenbach;IMM NÖ-West (St. Pölten);Fahrngruber Manfred;Amon Alois
8300;1131601;20038;VS_Traisen (Trn);ja;AT;3160;Traisen;;050 - St.Pölten Hbf (a) - Hainfeld (e) / Freiland (e);Traisen;Kategorie 5;1072 - TRAISEN (E) - ST.PÖLTEN (A);56,493;56,493;Traisen;IMM NÖ-West (St. Pölten);Fahrngruber Manfred;Amon Alois
8300;1210713;20039;VS_Hst außer Betrieb (Trn H1);ja;AT;3153;Rotheau/Eschenau;;050 - St.Pölten Hbf (a) - Hainfeld (e) / Freiland (e);Rotheau-Eschenau;Kategorie 6;1071 - LEOBERSDORF (A) - TRAISEN (A);58,205;58,205;Hst außer Betrieb;IMM NÖ-West (St. Pölten);Fahrngruber Manfred;Amon Alois
8300;1210713;20040;VS_Hst außer Betrieb (Trn H2);ja;AT;3150;Göblasbruck;;050 - St.Pölten Hbf (a) - Hainfeld (e) / Freiland (e);Göblasbruck;Kategorie 6;1071 - LEOBERSDORF (A) - TRAISEN (A);60,088;60,088;Hst außer Betrieb;IMM NÖ-West (St. Pölten);Fahrngruber Manfred;Amon Alois
8300;1210713;20041;VS_Kreisbach (Trn H3);ja;AT;3150;Kreisbach;;050 - St.Pölten Hbf (a) - Hainfeld (e) / Freiland (e);Kreisbach;Kategorie 6;1072 - TRAISEN (E) - ST.PÖLTEN (A);62,208;62,208;Kreisbach;IMM NÖ-West (St. Pölten);Fahrngruber Manfred;Amon Alois
8300;1210713;20042;VS_Wilhelmsburg a.d.Traisen (Wm);ja;AT;3150;Wilhelmsburg;;050 - St.Pölten Hbf (a) - Hainfeld (e) / Freiland (e);Wilhelmsburg a.d.Traisen;Kategorie 6;1072 - TRAISEN (E) - ST.PÖLTEN (A);63,52;63,52;Wilhelmsburg a.d.Traisen;IMM NÖ-West (St. Pölten);Fahrngruber Manfred;Amon Alois
8300;1210713;20043;VS_St.Georgen am Steinfelde (Wm  H1);ja;AT;3106;St.Georgen/Steinfeld;;050 - St.Pölten Hbf (a) - Hainfeld (e) / Freiland (e);St.Georgen am Steinfelde;Kategorie 6;1072 - TRAISEN (E) - ST.PÖLTEN (A);66,497;66,497;St.Georgen am Steinfelde;IMM NÖ-West (St. Pölten);Fahrngruber Manfred;Amon Alois
8300;1131003;20044;VS_Spratzern (Spr);ja;AT;3106;St.Pölten / Spratzern;;050 - St.Pölten Hbf (a) - Hainfeld (e) / Freiland (e);Spratzern;Kategorie 6;1072 - TRAISEN (E) - ST.PÖLTEN (A);68,701;68,701;Spratzern;IMM NÖ-West (St. Pölten);Fahrngruber Manfred;Amon Alois
8300;1131001;20046;VS_St.Pölten-Porschestraße (Spr H2);ja;AT;3100;St. Pölten;;050 - St.Pölten Hbf (a) - Hainfeld (e) / Freiland (e);St.Pölten-Porschestraße;Kategorie 6;1072 - TRAISEN (E) - ST.PÖLTEN (A);71,535;71,535;St.Pölten-Porschestraße;IMM NÖ-West (St. Pölten);Fahrngruber Manfred;Amon Alois
8300;1131001;20047;VS_St.Pölten-Kaiserwald (Pl);ja;AT;3100;St. Pölten;;050 - St.Pölten Hbf (a) - Hainfeld (e) / Freiland (e);St.Pölten-Kaiserwald;Kategorie 6;1072 - TRAISEN (E) - ST.PÖLTEN (A);73,397;73,397;St.Pölten-Kaiserwald;IMM NÖ-West (St. Pölten);Fahrngruber Manfred;Amon Alois
8300;1127001;20048;VS_Katzelsdorf (Nb  H1);ja;AT;2276;Katzelsdorf;;046 - Wiener Neustadt Hbf (a) - Staatsgrenze n. Loipersbach-Sch.;Katzelsdorf;Kategorie 6;1081 - WR.NEUSTADT (A) - STAATSGR. N.;3,469;3,469;Katzelsdorf;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Grundtner Sonja;Koch Guenter
8300;1210811;20049;VS_Neudörfl (Nel);ja;AT;7201;Neudörfl;Sauerbrunner Straße 1;046 - Wiener Neustadt Hbf (a) - Staatsgrenze n. Loipersbach-Sch.;Neudörfl;Kategorie 6;1081 - WR.NEUSTADT (A) - STAATSGR. N.;5,966;5,966;Neudörfl;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Grundtner Sonja;Koch Guenter
8300;1210811;20051;VS_Bad Sauerbrunn (Sau);ja;AT;7202;Sauerbrunn;Bahnhofplatz 1;046 - Wiener Neustadt Hbf (a) - Staatsgrenze n. Loipersbach-Sch.;Bad Sauerbrunn;Kategorie 6;1081 - WR.NEUSTADT (A) - STAATSGR. N.;8,894;8,894;Bad Sauerbrunn;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Grundtner Sonja;Koch Guenter
8300;1210811;20052;VS_Wiesen-Sigleß (Sau H1);ja;AT;7203;Wiesen;;046 - Wiener Neustadt Hbf (a) - Staatsgrenze n. Loipersbach-Sch.;Wiesen-Sigleß;Kategorie 6;1081 - WR.NEUSTADT (A) - STAATSGR. N.;13,188;13,188;Wiesen-Sigleß;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Grundtner Sonja;Koch Guenter
8300;1210811;20053;VS_Mattersburg (in Mr) (Mr);ja;AT;7210;Mattersburg;Bahnhofsplatz 1;046 - Wiener Neustadt Hbf (a) - Staatsgrenze n. Loipersbach-Sch.;Mattersburg;Kategorie 5;1081 - WR.NEUSTADT (A) - STAATSGR. N.;16,999;16,999;Mattersburg (in Mr);IMM NÖ-Ost/Bglnd (Wr. Neustadt);Grundtner Sonja;Koch Guenter
8300;1210811;20054;VS_Marz-Rohrbach (Mr  H1);ja;AT;7221;Marz/Rohrbach;;046 - Wiener Neustadt Hbf (a) - Staatsgrenze n. Loipersbach-Sch.;Marz-Rohrbach;Kategorie 6;1081 - WR.NEUSTADT (A) - STAATSGR. N.;19,492;19,492;Marz-Rohrbach;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Grundtner Sonja;Koch Guenter
8300;1210811;20055;VS_Loipersbach-Schattendorf (Ls);ja;AT;7022;Loipersbach/Schattendorf;Bahnstraße 100;046 - Wiener Neustadt Hbf (a) - Staatsgrenze n. Loipersbach-Sch.;Loipersbach-Schattendorf;Kategorie 6;1081 - WR.NEUSTADT (A) - STAATSGR. N.;25,176;25,176;Loipersbach-Schattendorf;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Grundtner Sonja;Koch Guenter
8300;1134621;20056;VS_Hst außer Betrieb (Ah  H1);ja;AT;3462;Absberg;;044 - Tulln (a) - Staatsgrenze n. Gmünd N.Ö.;Absberg;Kategorie 6;1094 - ABSDORF=HIPPERSDORF (A) - SIGM;46,263;46,263;Absberg;IMM NÖ-West (St. Pölten);Pavlecka Michael;Treiber Oswald
8300;1210941;20057;VS_Großwiesendorf-Tiefenthal (Ah  H2);ja;AT;3701;Gr.Wiesendorf/Tiefental;;044 - Tulln (a) - Staatsgrenze n. Gmünd N.Ö.;Großwiesendorf-Tiefenthal;Kategorie 6;1094 - ABSDORF=HIPPERSDORF (A) - SIGM;48,912;48,912;Großwiesendorf-Tiefenthal;IMM NÖ-West (St. Pölten);Pavlecka Michael;Treiber Oswald
8300;1210941;20058;VS_Groß Weikersdorf (Wk);ja;AT;3701;Gr. Weikersdorf;;044 - Tulln (a) - Staatsgrenze n. Gmünd N.Ö.;Groß Weikersdorf;Kategorie 5;1094 - ABSDORF=HIPPERSDORF (A) - SIGM;52,425;52,425;Groß Weikersdorf;IMM NÖ-West (St. Pölten);Pavlecka Michael;Treiber Oswald
8300;1210941;20059;VS_Hst außer Betrieb (Wk  H1);ja;AT;3704;Glaubendorf;;044 - Tulln (a) - Staatsgrenze n. Gmünd N.Ö.;Glaubendorf-Wetzdorf;Kategorie 6;1094 - ABSDORF=HIPPERSDORF (A) - SIGM;57,1;57,1;Glaubendorf-Wetzdorf;IMM NÖ-West (St. Pölten);Pavlecka Michael;Treiber Oswald
8300;1210941;20060;VS_Ziersdorf (Zf);ja;AT;3710;Ziersdorf;;044 - Tulln (a) - Staatsgrenze n. Gmünd N.Ö.;Ziersdorf;Kategorie 5;1094 - ABSDORF=HIPPERSDORF (A) - SIGM;60,363;60,363;Ziersdorf;IMM NÖ-West (St. Pölten);Pavlecka Michael;Treiber Oswald
8300;1210941;20061;VS_Hst außer Betrieb (Zf  H1);ja;AT;3720;Ravelsbach;;044 - Tulln (a) - Staatsgrenze n. Gmünd N.Ö.;Ravelsbach;Kategorie 6;1094 - ABSDORF=HIPPERSDORF (A) - SIGM;64,34;64,34;Ravelsbach;IMM NÖ-West (St. Pölten);Pavlecka Michael;Treiber Oswald
8300;1210941;20063;VS_Limberg-Maissau (Lim);ja;AT;3721;Limberg/Maissau;;044 - Tulln (a) - Staatsgrenze n. Gmünd N.Ö.;Limberg-Maissau;Kategorie 5;1094 - ABSDORF=HIPPERSDORF (A) - SIGM;69,738;69,738;Limberg-Maissau;IMM NÖ-West (St. Pölten);Pavlecka Michael;Treiber Oswald
8300;1210941;20066;VS_Eggenburg (Egg);ja;AT;3730;Eggenburg;;044 - Tulln (a) - Staatsgrenze n. Gmünd N.Ö.;Eggenburg;Kategorie 5;1094 - ABSDORF=HIPPERSDORF (A) - SIGM;78,682;78,682;Eggenburg;IMM NÖ-West (St. Pölten);Pavlecka Michael;Treiber Oswald
8300;1137511;20067;VS_Hst außer Betrieb (Egg H1);ja;AT;3744;Klein Meiseldorf;;044 - Tulln (a) - Staatsgrenze n. Gmünd N.Ö.;Kl.Meiseldorf-M.Dreieichen;Kategorie 6;1094 - ABSDORF=HIPPERSDORF (A) - SIGM;85,226;85,226;Kl.Meiseldorf-M.Dreieichen;IMM NÖ-West (St. Pölten);Pavlecka Michael;Treiber Oswald
8300;1137511;20068;VS_Sigmundsherberg (Sh);ja;AT;3751;Sigmundsherberg;;044 - Tulln (a) - Staatsgrenze n. Gmünd N.Ö.;Sigmundsherberg;Kategorie 5;1095 - SIGMUNDSHERBERG (E) - STAATSGR;88,625;88,625;Sigmundsherberg;IMM NÖ-West (St. Pölten);Nagelmaier Michael;Treiber Oswald
8300;1210951;20069;VS_Hötzelsdorf-Geras (Hgr);ja;AT;3753;Hötzelsdorf;;044 - Tulln (a) - Staatsgrenze n. Gmünd N.Ö.;Hötzelsdorf-Geras;Kategorie 6;1095 - SIGMUNDSHERBERG (E) - STAATSGR;98,028;98,028;Hötzelsdorf-Geras;IMM NÖ-West (St. Pölten);Pavlecka Michael;Haider Ewald
8300;1210951;20070;VS_Irnfritz (Irn);ja;AT;3754;Irnfritz;;044 - Tulln (a) - Staatsgrenze n. Gmünd N.Ö.;Irnfritz;Kategorie 6;1095 - SIGMUNDSHERBERG (E) - STAATSGR;108,883;108,883;Irnfritz;IMM NÖ-West (St. Pölten);Pavlecka Michael;Haider Ewald
8300;1138001;20071;VS_Göpfritz (Gf);ja;AT;3800;Göpfritz;;044 - Tulln (a) - Staatsgrenze n. Gmünd N.Ö.;Göpfritz;Kategorie 6;1095 - SIGMUNDSHERBERG (E) - STAATSGR;121,442;121,442;Göpfritz;IMM NÖ-West (St. Pölten);Pavlecka Michael;Haider Ewald
8300;1210952;20072;VS_Allentsteig (All);ja;AT;3804;Allentsteig;;044 - Tulln (a) - Staatsgrenze n. Gmünd N.Ö.;Allentsteig;Kategorie 6;1095 - SIGMUNDSHERBERG (E) - STAATSGR;128,635;128,635;Allentsteig;IMM NÖ-West (St. Pölten);Pavlecka Michael;Haider Ewald
8300;1139001;20073;VS_Schwarzenau (Swu);ja;AT;3900;Schwarzenau;;044 - Tulln (a) - Staatsgrenze n. Gmünd N.Ö.;Schwarzenau;Kategorie 6;1095 - SIGMUNDSHERBERG (E) - STAATSGR;138,257;138,257;Schwarzenau;IMM NÖ-West (St. Pölten);Pavlecka Michael;Haider Ewald
8300;1210953;20074;VS_Vitis (Vit);ja;AT;3902;Vitis;;044 - Tulln (a) - Staatsgrenze n. Gmünd N.Ö.;Vitis;Kategorie 6;1095 - SIGMUNDSHERBERG (E) - STAATSGR;147,185;147,185;Vitis;IMM NÖ-West (St. Pölten);Pavlecka Michael;Haider Ewald
8300;1210953;20075;VS_Hirschbach (Vit H1);ja;AT;3942;Hirschbach;;044 - Tulln (a) - Staatsgrenze n. Gmünd N.Ö.;Hirschbach;Kategorie 6;1095 - SIGMUNDSHERBERG (E) - STAATSGR;150,716;150,716;Hirschbach;IMM NÖ-West (St. Pölten);Pavlecka Michael;Haider Ewald
8300;1210953;20076;VS_Pürbach-Schrems (Pue);ja;AT;3944;Pürbach/Schrems;;044 - Tulln (a) - Staatsgrenze n. Gmünd N.Ö.;Pürbach-Schrems;Kategorie 6;1095 - SIGMUNDSHERBERG (E) - STAATSGR;154,139;154,139;Pürbach-Schrems;IMM NÖ-West (St. Pölten);Pavlecka Michael;Haider Ewald
8300;1139501;20077;VS_Gmünd N.Ö. (Gm);ja;AT;3950;Gmünd;;044 - Tulln (a) - Staatsgrenze n. Gmünd N.Ö.;Gmünd N.Ö.;Kategorie 5;1095 - SIGMUNDSHERBERG (E) - STAATSGR;161,928;161,928;Gmünd N.Ö.;IMM NÖ-West (St. Pölten);Pavlecka Michael;Haider Ewald
8300;1134301;20078;VS_Tulln Stadt (in Tu) (Tus);ja;AT;3430;Tulln;;045 - Tulln (a) - St.Pölten Hbf (a);Tulln Stadt;Kategorie 6;1101 - TULLN (A) - HERZOGENBURG (A);0,866;0,866;Tulln Stadt (in Tu);IMM NÖ-West (St. Pölten);Lobenschuss Kurt;Berthold Christian
8300;1211011;20081;VS_Michelhausen (Tfd H1);ja;AT;3451;Michelhausen;;045 - Tulln (a) - St.Pölten Hbf (a);Michelhausen;Kategorie 6;1101 - TULLN (A) - HERZOGENBURG (A);11,665;11,665;Michelhausen;IMM NÖ-West (St. Pölten);Lobenschuss Kurt;Berthold Christian
8300;1211011;20082;VS_Atzenbrugg (Tfd H2);ja;AT;3452;Atzenbrugg;;045 - Tulln (a) - St.Pölten Hbf (a);Atzenbrugg;Kategorie 6;1101 - TULLN (A) - HERZOGENBURG (A);12,998;12,998;Atzenbrugg;IMM NÖ-West (St. Pölten);Pappenscheller Sepp;Gruensteidl Hubert
8300;1211011;20083;VS_Moosbierbaum-Heiligeneich (Mos);ja;AT;3452;Moosbierbaum;;045 - Tulln (a) - St.Pölten Hbf (a);Moosbierbaum-Heiligeneich;Kategorie 6;1101 - TULLN (A) - HERZOGENBURG (A);14,98;14,98;Moosbierbaum-Heiligeneich;IMM NÖ-West (St. Pölten);Pappenscheller Sepp;Gruensteidl Hubert
8300;1211011;20084;VS_Trasdorf (Mos H1);ja;AT;3452;Trasdorf;;045 - Tulln (a) - St.Pölten Hbf (a);Trasdorf;Kategorie 6;1101 - TULLN (A) - HERZOGENBURG (A);16,879;16,879;Trasdorf;IMM NÖ-West (St. Pölten);Pappenscheller Sepp;Gruensteidl Hubert
8300;1211011;20085;VS_Sitzenberg-Reidling (Mos H2H);ja;AT;3454;Sitzenberg;;045 - Tulln (a) - St.Pölten Hbf (a);Sitzenberg-Reidling;Kategorie 6;1101 - TULLN (A) - HERZOGENBURG (A);21,797;21,797;Sitzenberg-Reidling;IMM NÖ-West (St. Pölten);Pappenscheller Sepp;Gruensteidl Hubert
8300;1211011;20086;VS_Gemeinlebarn (Mos H3);ja;AT;3133;Gemeinlebarn;;045 - Tulln (a) - St.Pölten Hbf (a);Gemeinlebarn;Kategorie 6;1101 - TULLN (A) - HERZOGENBURG (A);22,959;22,959;Gemeinlebarn;IMM NÖ-West (St. Pölten);Pappenscheller Sepp;Gruensteidl Hubert
8300;1211011;20087;VS_Traismauer (Tra);ja;AT;3133;Traismauer;;045 - Tulln (a) - St.Pölten Hbf (a);Traismauer;Kategorie 5;1101 - TULLN (A) - HERZOGENBURG (A);27,557;27,557;Traismauer;IMM NÖ-West (St. Pölten);Pappenscheller Sepp;Gruensteidl Hubert
8300;1211011;20088;VS_Getzersdorf (Tra H1);ja;AT;3131;Getzersdorf;;045 - Tulln (a) - St.Pölten Hbf (a);Getzersdorf;Kategorie 6;1101 - TULLN (A) - HERZOGENBURG (A);31,362;31,362;Getzersdorf;IMM NÖ-West (St. Pölten);Pappenscheller Sepp;Gruensteidl Hubert
8300;1131301;20089;VS_Herzogenburg Stadt (Tra H2);ja;AT;3130;Herzogenburg;;045 - Tulln (a) - St.Pölten Hbf (a);Herzogenburg Stadt;Kategorie 6;1101 - TULLN (A) - HERZOGENBURG (A);35,929;35,929;Herzogenburg Stadt;IMM NÖ-West (St. Pölten);Pappenscheller Sepp;Spiegel Josef
